HB2014Name,GPPracticeName,BNFItemDescription,BNFItemCode,PaidDateMonth,NumberOfPaidItems
NHS Lanarkshire,DRS TIERNEY & CANNING,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,3
NHS Lanarkshire,DRS TIERNEY & CANNING,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,6
NHS Lanarkshire,DRS TIERNEY & CANNING,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,5
NHS Orkney,DOUNBY SURGERY,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,16
NHS Orkney,DOUNBY SURGERY,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,17
NHS Orkney,DOUNBY SURGERY,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,16
NHS Orkney,DOUNBY SURGERY,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,17
NHS Orkney,DOUNBY SURGERY,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,17
NHS Fife,THE LINKS PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,5
NHS Fife,THE LINKS PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,4
NHS Fife,THE LINKS PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,7
NHS Fife,THE LINKS PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,6
NHS Fife,THE LINKS PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,3
NHS Highland,DUNBEATH SURGERY,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,2
NHS Highland,DUNBEATH SURGERY,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,3
NHS Highland,DUNBEATH SURGERY,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,6
NHS Highland,DUNBEATH SURGERY,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,5
NHS Highland,DUNBEATH SURGERY,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,7
NHS Ayrshire and Arran,THE FULLARTON MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,7
NHS Ayrshire and Arran,THE FULLARTON MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,6
NHS Ayrshire and Arran,THE FULLARTON MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,6
NHS Ayrshire and Arran,THE FULLARTON MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,5
NHS Ayrshire and Arran,THE FULLARTON MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,8
NHS Greater Glasgow and Clyde,ABINGDON MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,33
NHS Greater Glasgow and Clyde,ABINGDON MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,31
NHS Greater Glasgow and Clyde,ABINGDON MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,33
NHS Greater Glasgow and Clyde,ABINGDON MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,30
NHS Greater Glasgow and Clyde,ABINGDON MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,30
NHS Western Isles,BARRA MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,17
NHS Western Isles,BARRA MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,16
NHS Western Isles,BARRA MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,17
NHS Western Isles,BARRA MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,16
NHS Western Isles,BARRA MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,16
NHS Tayside,THE ABBEY PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,16
NHS Tayside,THE ABBEY PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,17
NHS Tayside,THE ABBEY PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,16
NHS Tayside,THE ABBEY PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,16
NHS Tayside,THE ABBEY PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,16
NHS Forth Valley,BRIDGE OF ALLAN HEALTH CENTRE,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-04-01,8
NHS Forth Valley,BRIDGE OF ALLAN HEALTH CENTRE,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-05-01,6
NHS Forth Valley,BRIDGE OF ALLAN HEALTH CENTRE,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-06-01,8
NHS Forth Valley,BRIDGE OF ALLAN HEALTH CENTRE,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-07-01,3
NHS Forth Valley,BRIDGE OF ALLAN HEALTH CENTRE,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-08-01,6
NHS Western Isles,BENBECULA MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,13
NHS Western Isles,BENBECULA MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,12
NHS Western Isles,BENBECULA MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,12
NHS Western Isles,BENBECULA MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,13
NHS Western Isles,BENBECULA MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,12
NHS Dumfries and Galloway,LOCHINCH PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,6
NHS Dumfries and Galloway,LOCHINCH PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,3
NHS Dumfries and Galloway,LOCHINCH PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,4
NHS Dumfries and Galloway,LOCHINCH PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,8
NHS Dumfries and Galloway,LOCHINCH PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,6
NHS Tayside,ABERFELDY AND KINLOCH RANNOCH MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,28
NHS Tayside,ABERFELDY AND KINLOCH RANNOCH MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,28
NHS Tayside,ABERFELDY AND KINLOCH RANNOCH MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,31
NHS Tayside,ABERFELDY AND KINLOCH RANNOCH MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,31
NHS Tayside,ABERFELDY AND KINLOCH RANNOCH MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,33
NHS Tayside,ALYTH HEALTH CENTRE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,33
NHS Tayside,ALYTH HEALTH CENTRE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,31
NHS Tayside,ALYTH HEALTH CENTRE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,28
NHS Tayside,ALYTH HEALTH CENTRE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,29
NHS Tayside,ALYTH HEALTH CENTRE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,29
NHS Orkney,ISLANDS VIEW SURGERY,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,16
NHS Orkney,ISLANDS VIEW SURGERY,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,17
NHS Orkney,ISLANDS VIEW SURGERY,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,17
NHS Orkney,ISLANDS VIEW SURGERY,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,16
NHS Orkney,ISLANDS VIEW SURGERY,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,16
NHS Lanarkshire,DRS TIERNEY & CANNING,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,13
NHS Lanarkshire,DRS TIERNEY & CANNING,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,13
NHS Lanarkshire,DRS TIERNEY & CANNING,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,12
NHS Lanarkshire,DRS TIERNEY & CANNING,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,12
NHS Lanarkshire,DRS TIERNEY & CANNING,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,12
NHS Shetland,SCALLOWAY HEALTH CENTRE LLP,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,12
NHS Shetland,SCALLOWAY HEALTH CENTRE LLP,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,12
NHS Shetland,SCALLOWAY HEALTH CENTRE LLP,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,12
NHS Shetland,SCALLOWAY HEALTH CENTRE LLP,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,12
NHS Shetland,SCALLOWAY HEALTH CENTRE LLP,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,12
NHS Fife,WALLSGREEN MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,16
NHS Fife,WALLSGREEN MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,17
NHS Fife,WALLSGREEN MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,17
NHS Fife,WALLSGREEN MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,16
NHS Fife,WALLSGREEN MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,17
NHS Shetland,SCALLOWAY HEALTH CENTRE LLP,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,30
NHS Shetland,SCALLOWAY HEALTH CENTRE LLP,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,30
NHS Shetland,SCALLOWAY HEALTH CENTRE LLP,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,33
NHS Shetland,SCALLOWAY HEALTH CENTRE LLP,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,32
NHS Shetland,SCALLOWAY HEALTH CENTRE LLP,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,30
NHS Lanarkshire,DR R AFUAKWAH,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,3
NHS Lanarkshire,DR R AFUAKWAH,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,3
NHS Lanarkshire,DR R AFUAKWAH,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,9
NHS Lanarkshire,DR R AFUAKWAH,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,7
NHS Lanarkshire,DR R AFUAKWAH,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,4
NHS Ayrshire and Arran,THE FULLARTON MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,4
NHS Ayrshire and Arran,THE FULLARTON MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,5
NHS Ayrshire and Arran,THE FULLARTON MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,9
NHS Ayrshire and Arran,THE FULLARTON MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,4
NHS Ayrshire and Arran,THE FULLARTON MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,1
NHS Forth Valley,BRIDGE OF ALLAN HEALTH CENTRE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,29
NHS Forth Valley,BRIDGE OF ALLAN HEALTH CENTRE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,30
NHS Forth Valley,BRIDGE OF ALLAN HEALTH CENTRE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,29
NHS Forth Valley,BRIDGE OF ALLAN HEALTH CENTRE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,28
NHS Forth Valley,BRIDGE OF ALLAN HEALTH CENTRE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,28
NHS Borders,ROXBURGH STREET SURGERY,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,33
NHS Borders,ROXBURGH STREET SURGERY,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,33
NHS Borders,ROXBURGH STREET SURGERY,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,32
NHS Borders,ROXBURGH STREET SURGERY,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,28
NHS Borders,ROXBURGH STREET SURGERY,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,33
NHS Western Isles,BENBECULA MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,13
NHS Western Isles,BENBECULA MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,12
NHS Western Isles,BENBECULA MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,12
NHS Western Isles,BENBECULA MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,13
NHS Western Isles,BENBECULA MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,13
NHS Greater Glasgow and Clyde,FULTON STREET MEDICAL CENTRE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,17
NHS Greater Glasgow and Clyde,FULTON STREET MEDICAL CENTRE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,17
NHS Greater Glasgow and Clyde,FULTON STREET MEDICAL CENTRE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,16
NHS Greater Glasgow and Clyde,FULTON STREET MEDICAL CENTRE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,16
NHS Greater Glasgow and Clyde,FULTON STREET MEDICAL CENTRE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,17
NHS Greater Glasgow and Clyde,RED WING MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,17
NHS Greater Glasgow and Clyde,RED WING MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,16
NHS Greater Glasgow and Clyde,RED WING MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,16
NHS Greater Glasgow and Clyde,RED WING MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,17
NHS Greater Glasgow and Clyde,RED WING MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,17
NHS Lanarkshire,JAMIESON MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,30
NHS Lanarkshire,JAMIESON MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,30
NHS Lanarkshire,JAMIESON MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,30
NHS Lanarkshire,JAMIESON MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,28
NHS Lanarkshire,JAMIESON MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,28
NHS Forth Valley,THE WHINS MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,17
NHS Forth Valley,THE WHINS MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,17
NHS Forth Valley,THE WHINS MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,17
NHS Forth Valley,THE WHINS MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,17
NHS Forth Valley,THE WHINS MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,17
NHS Borders,ROXBURGH STREET SURGERY,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,16
NHS Borders,ROXBURGH STREET SURGERY,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,16
NHS Borders,ROXBURGH STREET SURGERY,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,16
NHS Borders,ROXBURGH STREET SURGERY,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,16
NHS Borders,ROXBURGH STREET SURGERY,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,17
NHS Shetland,WHALSAY HEALTH CENTRE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,31
NHS Shetland,WHALSAY HEALTH CENTRE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,32
NHS Shetland,WHALSAY HEALTH CENTRE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,29
NHS Shetland,WHALSAY HEALTH CENTRE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,28
NHS Shetland,WHALSAY HEALTH CENTRE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,33
NHS Dumfries and Galloway,SOLWAY MEDICAL GROUP,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,29
NHS Dumfries and Galloway,SOLWAY MEDICAL GROUP,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,29
NHS Dumfries and Galloway,SOLWAY MEDICAL GROUP,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,30
NHS Dumfries and Galloway,SOLWAY MEDICAL GROUP,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,30
NHS Dumfries and Galloway,SOLWAY MEDICAL GROUP,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,29
NHS Greater Glasgow and Clyde,ABINGDON MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,13
NHS Greater Glasgow and Clyde,ABINGDON MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,12
NHS Greater Glasgow and Clyde,ABINGDON MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,13
NHS Greater Glasgow and Clyde,ABINGDON MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,12
NHS Greater Glasgow and Clyde,ABINGDON MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,12
NHS Dumfries and Galloway,SHEBBURN MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,32
NHS Dumfries and Galloway,SHEBBURN MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,30
NHS Dumfries and Galloway,SHEBBURN MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,29
NHS Dumfries and Galloway,SHEBBURN MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,28
NHS Dumfries and Galloway,SHEBBURN MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,28
NHS Borders,NEWCASTLETON MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,17
NHS Borders,NEWCASTLETON MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,16
NHS Borders,NEWCASTLETON MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,16
NHS Borders,NEWCASTLETON MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,17
NHS Borders,NEWCASTLETON MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,16
NHS Shetland,HILLSWICK HEALTH CENTRE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,17
NHS Shetland,HILLSWICK HEALTH CENTRE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,17
NHS Shetland,HILLSWICK HEALTH CENTRE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,17
NHS Shetland,HILLSWICK HEALTH CENTRE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,17
NHS Shetland,HILLSWICK HEALTH CENTRE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,16
NHS Western Isles,THE GROUP PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,16
NHS Western Isles,THE GROUP PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,16
NHS Western Isles,THE GROUP PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,16
NHS Western Isles,THE GROUP PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,16
NHS Western Isles,THE GROUP PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,17
NHS Western Isles,NORTH HARRIS MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,31
NHS Western Isles,NORTH HARRIS MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,29
NHS Western Isles,NORTH HARRIS MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,32
NHS Western Isles,NORTH HARRIS MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,29
NHS Western Isles,NORTH HARRIS MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,28
NHS Tayside,GROVE HEALTH CENTRE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,32
NHS Tayside,GROVE HEALTH CENTRE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,30
NHS Tayside,GROVE HEALTH CENTRE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,32
NHS Tayside,GROVE HEALTH CENTRE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,31
NHS Tayside,GROVE HEALTH CENTRE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,33
NHS Orkney,DOUNBY SURGERY,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,1
NHS Orkney,DOUNBY SURGERY,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,0
NHS Orkney,DOUNBY SURGERY,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,1
NHS Orkney,DOUNBY SURGERY,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,0
NHS Orkney,DOUNBY SURGERY,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,3
NHS Forth Valley,HEALTH CENTRE PRACTICE 2,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,33
NHS Forth Valley,HEALTH CENTRE PRACTICE 2,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,33
NHS Forth Valley,HEALTH CENTRE PRACTICE 2,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,29
NHS Forth Valley,HEALTH CENTRE PRACTICE 2,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,30
NHS Forth Valley,HEALTH CENTRE PRACTICE 2,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,30
NHS Borders,JEDBURGH MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,9
NHS Borders,JEDBURGH MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,5
NHS Borders,JEDBURGH MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,7
NHS Borders,JEDBURGH MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,5
NHS Borders,JEDBURGH MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,9
NHS Grampian,TORRY MEDICAL PRACTICE,365 FILM 4CM X 5CM VP ADH FILM DRESS,20030100662,2019-04-01,8
NHS Grampian,TORRY MEDICAL PRACTICE,365 FILM 4CM X 5CM VP ADH FILM DRESS,20030100662,2019-05-01,1
NHS Grampian,TORRY MEDICAL PRACTICE,365 FILM 4CM X 5CM VP ADH FILM DRESS,20030100662,2019-06-01,5
NHS Grampian,TORRY MEDICAL PRACTICE,365 FILM 4CM X 5CM VP ADH FILM DRESS,20030100662,2019-07-01,8
NHS Grampian,TORRY MEDICAL PRACTICE,365 FILM 4CM X 5CM VP ADH FILM DRESS,20030100662,2019-08-01,9
NHS Dumfries and Galloway,LOCHINCH PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,17
NHS Dumfries and Galloway,LOCHINCH PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,17
