age,hb_name,hb_code,measure,sex,quarter_date,los,stays,avlos
90+,NHS Greater Glasgow & Clyde,S08000021,Emergency Inpatients,A,2018-07-01,553.0,48.0,11.52
80-89,NHS Grampian,S08000020,Emergency Inpatients,B,2019-01-01,413.0,61.0,6.77
60-69,NHS Lothian,S08000024,Emergency Inpatients,B,2018-07-01,418.0,167.0,2.5
50-59,NHS Highland,S08000022,All Daycases,B,2018-07-01,31.0,31.0,1.0
70-79,NHS Grampian,S08000020,Emergency Inpatients,A,2018-04-01,401.0,94.0,4.27
70-79,NHS Lanarkshire,S08000023,Emergency Inpatients,A,2019-01-01,512.0,146.0,3.51
40-49,NHS Dumfries & Galloway,S08000017,Emergency Inpatients,B,2018-07-01,31.0,14.0,2.21
90+,NHS Shetland,S08000026,Emergency Inpatients,B,2018-07-01,5.0,1.0,5.0
60-69,NHS Greater Glasgow & Clyde,S08000021,All Daycases,A,2018-04-01,311.0,295.0,1.05
80-89,NHS Fife,S08000029,Elective Inpatients,A,2018-07-01,35.0,10.0,3.5
50-59,NHS Fife,S08000029,All Daycases,A,2019-01-01,41.0,39.0,1.05
90+,NHS Fife,S08000029,Emergency Inpatients,A,2018-10-01,97.0,9.0,10.78
0-9,NHS Ayrshire & Arran,S08000015,All Daycases,B,2018-07-01,6.0,6.0,1.0
20-29,NHS Dumfries & Galloway,S08000017,All Daycases,B,2019-01-01,7.0,7.0,1.0
20-29,NHS Lothian,S08000024,Emergency Inpatients,B,2018-07-01,69.0,47.0,1.47
10-19,NHS Grampian,S08000020,All Daycases,A,2018-10-01,11.0,11.0,1.0
70-79,NHS Dumfries & Galloway,S08000017,Emergency Inpatients,B,2018-10-01,144.0,29.0,4.97
70-79,NHS Dumfries & Galloway,S08000017,Emergency Inpatients,B,2018-04-01,133.0,32.0,4.16
80-89,NHS Dumfries & Galloway,S08000017,Emergency Inpatients,B,2018-04-01,159.0,21.0,7.57
70-79,NHS Grampian,S08000020,Emergency Inpatients,B,2018-07-01,375.0,87.0,4.31
0-9,NHS Lothian,S08000024,Emergency Inpatients,B,2018-07-01,15.0,13.0,1.15
40-49,NHS Ayrshire & Arran,S08000015,Elective Inpatients,A,2018-10-01,11.0,11.0,1.0
10-19,NHS Borders,S08000016,Elective Inpatients,A,2018-10-01,1.0,1.0,1.0
80-89,NHS Ayrshire & Arran,S08000015,Elective Inpatients,A,2018-04-01,48.0,13.0,3.69
0-9,NHS Greater Glasgow & Clyde,S08000021,Emergency Inpatients,B,2018-10-01,30.0,30.0,1.0
20-29,NHS Fife,S08000029,All Daycases,A,2018-04-01,14.0,14.0,1.0
10-19,NHS Grampian,S08000020,Elective Inpatients,B,2019-01-01,4.0,4.0,1.0
0-9,NHS Forth Valley,S08000019,Elective Inpatients,A,2018-07-01,1.0,1.0,1.0
30-39,NHS Borders,S08000016,All Daycases,B,2018-04-01,6.0,6.0,1.0
30-39,NHS Shetland,S08000026,All Daycases,B,2018-10-01,2.0,2.0,1.0
70-79,NHS Highland,S08000022,Emergency Inpatients,B,2018-07-01,211.0,55.0,3.84
40-49,NHS Lothian,S08000024,Elective Inpatients,B,2018-04-01,18.0,18.0,1.0
40-49,NHS Highland,S08000022,Emergency Inpatients,A,2018-04-01,53.0,23.0,2.3
70-79,NHS Grampian,S08000020,Emergency Inpatients,B,2018-04-01,361.0,86.0,4.2
0-9,NHS Forth Valley,S08000019,Elective Inpatients,A,2019-01-01,1.0,1.0,1.0
40-49,NHS Tayside,S08000030,Elective Inpatients,A,2018-04-01,10.0,8.0,1.25
80-89,NHS Shetland,S08000026,All Daycases,B,2018-07-01,3.0,3.0,1.0
60-69,NHS Greater Glasgow & Clyde,S08000021,Elective Inpatients,B,2019-01-01,87.0,82.0,1.06
80-89,NHS Orkney,S08000025,Emergency Inpatients,A,2018-10-01,19.0,4.0,4.75
50-59,NHS Borders,S08000016,Elective Inpatients,A,2018-10-01,5.0,5.0,1.0
30-39,NHS Highland,S08000022,Elective Inpatients,B,2018-04-01,5.0,5.0,1.0
0-9,NHS Grampian,S08000020,Emergency Inpatients,B,2019-01-01,8.0,7.0,1.14
50-59,NHS Greater Glasgow & Clyde,S08000021,Emergency Inpatients,B,2018-10-01,514.0,271.0,1.9
40-49,NHS Lanarkshire,S08000023,Emergency Inpatients,A,2018-10-01,111.0,68.0,1.63
10-19,NHS Greater Glasgow & Clyde,S08000021,All Daycases,A,2019-01-01,44.0,44.0,1.0
30-39,NHS Tayside,S08000030,Elective Inpatients,B,2018-04-01,7.0,7.0,1.0
20-29,NHS Fife,S08000029,All Daycases,A,2019-01-01,15.0,14.0,1.07
50-59,NHS Greater Glasgow & Clyde,S08000021,Emergency Inpatients,B,2019-01-01,493.0,288.0,1.71
50-59,NHS Greater Glasgow & Clyde,S08000021,All Daycases,A,2019-01-01,269.0,248.0,1.08
20-29,NHS Dumfries & Galloway,S08000017,Emergency Inpatients,B,2019-01-01,13.0,9.0,1.44
30-39,NHS Tayside,S08000030,Emergency Inpatients,A,2018-04-01,53.0,24.0,2.21
10-19,NHS Borders,S08000016,Elective Inpatients,B,2019-01-01,1.0,1.0,1.0
60-69,NHS Forth Valley,S08000019,All Daycases,A,2018-10-01,33.0,32.0,1.03
70-79,NHS Grampian,S08000020,Emergency Inpatients,B,2019-01-01,377.0,90.0,4.19
60-69,NHS Borders,S08000016,Emergency Inpatients,B,2019-01-01,52.0,18.0,2.89
30-39,NHS Lanarkshire,S08000023,Elective Inpatients,A,2019-01-01,13.0,12.0,1.08
40-49,NHS Greater Glasgow & Clyde,S08000021,Elective Inpatients,B,2019-01-01,40.0,38.0,1.05
60-69,NHS Lanarkshire,S08000023,Elective Inpatients,A,2018-04-01,35.0,33.0,1.06
40-49,NHS Grampian,S08000020,All Daycases,A,2018-07-01,40.0,37.0,1.08
70-79,NHS Grampian,S08000020,Elective Inpatients,A,2018-10-01,50.0,25.0,2.0
70-79,NHS Greater Glasgow & Clyde,S08000021,Elective Inpatients,A,2019-01-01,178.0,99.0,1.8
30-39,NHS Grampian,S08000020,All Daycases,A,2018-10-01,32.0,31.0,1.03
10-19,NHS Forth Valley,S08000019,Emergency Inpatients,A,2018-04-01,10.0,6.0,1.67
20-29,NHS Fife,S08000029,Elective Inpatients,A,2019-01-01,5.0,5.0,1.0
30-39,NHS Tayside,S08000030,Elective Inpatients,B,2018-10-01,6.0,6.0,1.0
40-49,NHS Fife,S08000029,Emergency Inpatients,B,2019-01-01,56.0,32.0,1.75
20-29,NHS Tayside,S08000030,Emergency Inpatients,B,2018-07-01,32.0,18.0,1.78
30-39,NHS Forth Valley,S08000019,All Daycases,B,2019-01-01,12.0,11.0,1.09
30-39,NHS Lothian,S08000024,Emergency Inpatients,B,2018-04-01,93.0,54.0,1.72
20-29,NHS Fife,S08000029,All Daycases,B,2018-04-01,15.0,15.0,1.0
60-69,NHS Greater Glasgow & Clyde,S08000021,Emergency Inpatients,A,2019-01-01,890.0,360.0,2.47
80-89,NHS Forth Valley,S08000019,Elective Inpatients,A,2019-01-01,31.0,6.0,5.17
50-59,NHS Borders,S08000016,All Daycases,A,2018-10-01,16.0,15.0,1.07
70-79,NHS Dumfries & Galloway,S08000017,Emergency Inpatients,B,2019-01-01,120.0,32.0,3.75
0-9,NHS Shetland,S08000026,Emergency Inpatients,A,2018-10-01,1.0,1.0,1.0
90+,NHS Dumfries & Galloway,S08000017,Emergency Inpatients,A,2018-07-01,55.0,4.0,13.75
80-89,NHS Grampian,S08000020,All Daycases,A,2018-07-01,48.0,46.0,1.04
60-69,NHS Ayrshire & Arran,S08000015,Emergency Inpatients,A,2018-04-01,270.0,90.0,3.0
20-29,NHS Dumfries & Galloway,S08000017,All Daycases,A,2018-04-01,8.0,8.0,1.0
10-19,NHS Greater Glasgow & Clyde,S08000021,All Daycases,B,2019-01-01,40.0,40.0,1.0
80-89,NHS Ayrshire & Arran,S08000015,Elective Inpatients,B,2018-07-01,45.0,14.0,3.21
0-9,NHS Lothian,S08000024,Elective Inpatients,B,2018-04-01,4.0,4.0,1.0
80-89,NHS Lanarkshire,S08000023,Emergency Inpatients,B,2018-04-01,515.0,90.0,5.72
0-9,NHS Grampian,S08000020,Emergency Inpatients,B,2018-10-01,8.0,8.0,1.0
50-59,NHS Orkney,S08000025,Elective Inpatients,B,2018-10-01,2.0,2.0,1.0
30-39,NHS Fife,S08000029,Emergency Inpatients,A,2018-07-01,40.0,22.0,1.82
10-19,NHS Shetland,S08000026,Elective Inpatients,B,2019-01-01,1.0,1.0,1.0
70-79,NHS Highland,S08000022,Emergency Inpatients,A,2018-07-01,213.0,49.0,4.35
80-89,NHS Grampian,S08000020,All Daycases,A,2018-10-01,56.0,54.0,1.04
60-69,NHS Highland,S08000022,Emergency Inpatients,A,2018-10-01,132.0,49.0,2.69
80-89,NHS Dumfries & Galloway,S08000017,Emergency Inpatients,A,2018-04-01,164.0,20.0,8.2
40-49,NHS Lothian,S08000024,Emergency Inpatients,A,2018-04-01,198.0,80.0,2.48
50-59,NHS Lanarkshire,S08000023,Emergency Inpatients,A,2018-04-01,194.0,120.0,1.62
30-39,NHS Lothian,S08000024,All Daycases,B,2018-07-01,54.0,49.0,1.1
50-59,NHS Fife,S08000029,Elective Inpatients,A,2018-10-01,15.0,14.0,1.07
80-89,NHS Greater Glasgow & Clyde,S08000021,All Daycases,B,2018-10-01,191.0,185.0,1.03
20-29,NHS Lanarkshire,S08000023,Emergency Inpatients,B,2018-04-01,41.0,41.0,1.0
30-39,NHS Lanarkshire,S08000023,Elective Inpatients,B,2018-10-01,12.0,12.0,1.0
0-9,NHS Greater Glasgow & Clyde,S08000021,All Daycases,B,2018-10-01,25.0,24.0,1.04
60-69,NHS Lothian,S08000024,Emergency Inpatients,B,2018-04-01,483.0,158.0,3.06
90+,NHS Dumfries & Galloway,S08000017,Emergency Inpatients,A,2018-10-01,56.0,4.0,14.0
50-59,NHS Greater Glasgow & Clyde,S08000021,Elective Inpatients,A,2019-01-01,81.0,76.0,1.07
40-49,NHS Greater Glasgow & Clyde,S08000021,Elective Inpatients,A,2018-10-01,43.0,41.0,1.05
50-59,NHS Dumfries & Galloway,S08000017,All Daycases,B,2018-04-01,21.0,20.0,1.05
30-39,NHS Forth Valley,S08000019,All Daycases,B,2018-07-01,12.0,12.0,1.0
60-69,NHS Dumfries & Galloway,S08000017,Elective Inpatients,A,2018-04-01,11.0,8.0,1.38
20-29,NHS Orkney,S08000025,Emergency Inpatients,A,2018-04-01,2.0,2.0,1.0
10-19,NHS Grampian,S08000020,Emergency Inpatients,A,2018-10-01,15.0,14.0,1.07
10-19,NHS Fife,S08000029,Elective Inpatients,B,2018-10-01,2.0,2.0,1.0
60-69,NHS Highland,S08000022,All Daycases,A,2019-01-01,46.0,43.0,1.07
10-19,NHS Ayrshire & Arran,S08000015,Elective Inpatients,B,2018-10-01,3.0,3.0,1.0
10-19,NHS Lothian,S08000024,Emergency Inpatients,A,2018-04-01,31.0,21.0,1.48
30-39,NHS Dumfries & Galloway,S08000017,All Daycases,A,2018-04-01,10.0,9.0,1.11
80-89,NHS Highland,S08000022,All Daycases,B,2018-04-01,23.0,23.0,1.0
70-79,NHS Tayside,S08000030,Elective Inpatients,B,2018-04-01,41.0,16.0,2.56
30-39,NHS Forth Valley,S08000019,Emergency Inpatients,B,2018-10-01,34.0,13.0,2.62
40-49,NHS Highland,S08000022,All Daycases,B,2018-07-01,21.0,20.0,1.05
30-39,NHS Greater Glasgow & Clyde,S08000021,Emergency Inpatients,A,2019-01-01,193.0,128.0,1.51
10-19,NHS Greater Glasgow & Clyde,S08000021,Emergency Inpatients,B,2019-01-01,44.0,43.0,1.02
70-79,NHS Tayside,S08000030,Elective Inpatients,B,2018-10-01,37.0,16.0,2.31
40-49,NHS Tayside,S08000030,All Daycases,A,2019-01-01,28.0,27.0,1.04
50-59,NHS Fife,S08000029,Emergency Inpatients,A,2019-01-01,119.0,51.0,2.33
90+,NHS Tayside,S08000030,All Daycases,A,2018-04-01,8.0,8.0,1.0
60-69,NHS Lanarkshire,S08000023,Elective Inpatients,B,2019-01-01,37.0,34.0,1.09
60-69,NHS Forth Valley,S08000019,Emergency Inpatients,B,2019-01-01,139.0,35.0,3.97
80-89,NHS Lanarkshire,S08000023,Elective Inpatients,A,2018-04-01,62.0,22.0,2.82
70-79,NHS Orkney,S08000025,Emergency Inpatients,A,2018-04-01,13.0,6.0,2.17
90+,NHS Greater Glasgow & Clyde,S08000021,Elective Inpatients,B,2019-01-01,51.0,11.0,4.64
40-49,NHS Lothian,S08000024,Elective Inpatients,A,2018-04-01,23.0,18.0,1.28
90+,NHS Lothian,S08000024,All Daycases,B,2019-01-01,17.0,17.0,1.0
90+,NHS Orkney,S08000025,All Daycases,B,2018-07-01,1.0,1.0,1.0
30-39,NHS Ayrshire & Arran,S08000015,All Daycases,B,2019-01-01,23.0,23.0,1.0
90+,NHS Lothian,S08000024,All Daycases,B,2018-04-01,18.0,18.0,1.0
60-69,NHS Highland,S08000022,All Daycases,B,2018-04-01,39.0,39.0,1.0
30-39,NHS Lanarkshire,S08000023,Elective Inpatients,B,2018-04-01,13.0,12.0,1.08
70-79,NHS Borders,S08000016,Elective Inpatients,A,2018-04-01,10.0,6.0,1.67
0-9,NHS Ayrshire & Arran,S08000015,Elective Inpatients,A,2018-04-01,2.0,2.0,1.0
20-29,NHS Borders,S08000016,All Daycases,A,2018-07-01,5.0,5.0,1.0
40-49,NHS Forth Valley,S08000019,Elective Inpatients,A,2018-07-01,6.0,5.0,1.2
60-69,NHS Tayside,S08000030,Elective Inpatients,B,2018-07-01,25.0,16.0,1.56
50-59,NHS Lanarkshire,S08000023,All Daycases,B,2018-04-01,87.0,82.0,1.06
30-39,NHS Tayside,S08000030,Emergency Inpatients,A,2018-07-01,49.0,27.0,1.81
80-89,NHS Grampian,S08000020,Emergency Inpatients,A,2018-10-01,521.0,65.0,8.02
90+,NHS Dumfries & Galloway,S08000017,Elective Inpatients,B,2019-01-01,5.0,1.0,5.0
70-79,NHS Lanarkshire,S08000023,Emergency Inpatients,B,2019-01-01,452.0,145.0,3.12
10-19,NHS Lothian,S08000024,Elective Inpatients,B,2019-01-01,7.0,6.0,1.17
50-59,NHS Lothian,S08000024,All Daycases,A,2019-01-01,109.0,106.0,1.03
20-29,NHS Forth Valley,S08000019,Elective Inpatients,A,2019-01-01,3.0,3.0,1.0
70-79,NHS Lanarkshire,S08000023,Emergency Inpatients,A,2018-10-01,509.0,135.0,3.77
60-69,NHS Lanarkshire,S08000023,All Daycases,B,2018-04-01,99.0,96.0,1.03
50-59,NHS Grampian,S08000020,Elective Inpatients,A,2019-01-01,20.0,18.0,1.11
70-79,NHS Orkney,S08000025,All Daycases,B,2018-10-01,5.0,5.0,1.0
70-79,NHS Greater Glasgow & Clyde,S08000021,Elective Inpatients,A,2018-04-01,171.0,92.0,1.86
90+,NHS Fife,S08000029,Elective Inpatients,B,2018-07-01,10.0,2.0,5.0
10-19,NHS Lothian,S08000024,All Daycases,B,2018-04-01,19.0,19.0,1.0
80-89,NHS Grampian,S08000020,All Daycases,B,2018-10-01,49.0,49.0,1.0
10-19,NHS Lothian,S08000024,Emergency Inpatients,B,2019-01-01,25.0,22.0,1.14
70-79,NHS Lanarkshire,S08000023,Emergency Inpatients,B,2018-04-01,415.0,129.0,3.22
20-29,NHS Fife,S08000029,All Daycases,A,2018-07-01,16.0,15.0,1.07
80-89,NHS Dumfries & Galloway,S08000017,Emergency Inpatients,B,2018-07-01,143.0,20.0,7.15
70-79,NHS Dumfries & Galloway,S08000017,Emergency Inpatients,A,2018-10-01,153.0,35.0,4.37
60-69,NHS Lanarkshire,S08000023,Elective Inpatients,A,2018-07-01,38.0,32.0,1.19
30-39,NHS Forth Valley,S08000019,Emergency Inpatients,B,2018-04-01,33.0,15.0,2.2
0-9,NHS Tayside,S08000030,Elective Inpatients,A,2018-07-01,2.0,2.0,1.0
20-29,NHS Lothian,S08000024,Emergency Inpatients,A,2018-10-01,84.0,51.0,1.65
80-89,NHS Ayrshire & Arran,S08000015,Emergency Inpatients,B,2019-01-01,384.0,52.0,7.38
80-89,NHS Dumfries & Galloway,S08000017,Elective Inpatients,A,2019-01-01,19.0,6.0,3.17
60-69,NHS Fife,S08000029,Elective Inpatients,A,2019-01-01,20.0,17.0,1.18
40-49,NHS Greater Glasgow & Clyde,S08000021,Emergency Inpatients,B,2019-01-01,307.0,176.0,1.74
90+,NHS Lothian,S08000024,All Daycases,B,2018-10-01,18.0,18.0,1.0
30-39,NHS Shetland,S08000026,All Daycases,B,2018-04-01,2.0,2.0,1.0
80-89,NHS Lanarkshire,S08000023,All Daycases,B,2018-10-01,74.0,70.0,1.06
80-89,NHS Forth Valley,S08000019,Elective Inpatients,A,2018-10-01,33.0,6.0,5.5
10-19,NHS Highland,S08000022,All Daycases,A,2018-04-01,6.0,6.0,1.0
10-19,NHS Lothian,S08000024,Emergency Inpatients,A,2018-07-01,31.0,22.0,1.41
10-19,NHS Lanarkshire,S08000023,All Daycases,A,2019-01-01,15.0,14.0,1.07
70-79,NHS Highland,S08000022,Elective Inpatients,B,2018-04-01,23.0,12.0,1.92
10-19,NHS Orkney,S08000025,All Daycases,A,2018-07-01,1.0,1.0,1.0
80-89,NHS Forth Valley,S08000019,All Daycases,A,2018-04-01,24.0,22.0,1.09
90+,NHS Greater Glasgow & Clyde,S08000021,Emergency Inpatients,A,2018-04-01,507.0,52.0,9.75
10-19,NHS Forth Valley,S08000019,Elective Inpatients,B,2018-04-01,2.0,2.0,1.0
40-49,NHS Lothian,S08000024,All Daycases,A,2018-10-01,67.0,61.0,1.1
20-29,NHS Dumfries & Galloway,S08000017,All Daycases,B,2018-04-01,7.0,7.0,1.0
80-89,NHS Grampian,S08000020,Emergency Inpatients,A,2018-07-01,452.0,60.0,7.53
80-89,NHS Lothian,S08000024,Emergency Inpatients,A,2018-04-01,914.0,114.0,8.02
60-69,NHS Lothian,S08000024,All Daycases,B,2018-04-01,133.0,133.0,1.0
40-49,NHS Forth Valley,S08000019,All Daycases,A,2019-01-01,15.0,15.0,1.0
50-59,NHS Greater Glasgow & Clyde,S08000021,Elective Inpatients,A,2018-10-01,76.0,75.0,1.01
80-89,NHS Forth Valley,S08000019,Elective Inpatients,B,2018-04-01,28.0,6.0,4.67
60-69,NHS Greater Glasgow & Clyde,S08000021,Emergency Inpatients,A,2018-07-01,926.0,353.0,2.62
10-19,NHS Orkney,S08000025,Elective Inpatients,B,2018-10-01,1.0,1.0,1.0
30-39,NHS Greater Glasgow & Clyde,S08000021,Emergency Inpatients,B,2018-10-01,182.0,136.0,1.34
10-19,NHS Fife,S08000029,Elective Inpatients,A,2018-07-01,3.0,3.0,1.0
50-59,NHS Shetland,S08000026,All Daycases,A,2019-01-01,4.0,4.0,1.0
60-69,NHS Borders,S08000016,All Daycases,A,2018-10-01,16.0,16.0,1.0
90+,NHS Fife,S08000029,All Daycases,A,2019-01-01,8.0,8.0,1.0
10-19,NHS Fife,S08000029,All Daycases,A,2019-01-01,7.0,7.0,1.0
90+,NHS Tayside,S08000030,All Daycases,A,2018-10-01,9.0,8.0,1.12
70-79,NHS Greater Glasgow & Clyde,S08000021,Elective Inpatients,A,2018-10-01,163.0,90.0,1.81
80-89,NHS Tayside,S08000030,Emergency Inpatients,B,2018-04-01,419.0,45.0,9.31
10-19,NHS Lanarkshire,S08000023,All Daycases,B,2018-04-01,17.0,16.0,1.06
60-69,NHS Highland,S08000022,Elective Inpatients,A,2018-04-01,17.0,13.0,1.31
70-79,NHS Highland,S08000022,All Daycases,A,2018-10-01,41.0,41.0,1.0
90+,NHS Greater Glasgow & Clyde,S08000021,Emergency Inpatients,B,2018-10-01,483.0,47.0,10.28
90+,NHS Shetland,S08000026,Emergency Inpatients,B,2018-10-01,4.0,1.0,4.0
30-39,NHS Tayside,S08000030,All Daycases,A,2019-01-01,21.0,21.0,1.0
90+,NHS Lanarkshire,S08000023,Elective Inpatients,A,2018-04-01,21.0,5.0,4.2
20-29,NHS Forth Valley,S08000019,Elective Inpatients,B,2019-01-01,3.0,3.0,1.0
20-29,NHS Ayrshire & Arran,S08000015,All Daycases,B,2018-10-01,21.0,20.0,1.05
10-19,NHS Grampian,S08000020,Elective Inpatients,B,2018-07-01,4.0,4.0,1.0
30-39,NHS Orkney,S08000025,Elective Inpatients,A,2018-07-01,1.0,1.0,1.0
50-59,NHS Borders,S08000016,Emergency Inpatients,B,2018-07-01,38.0,18.0,2.11
20-29,NHS Ayrshire & Arran,S08000015,Elective Inpatients,A,2018-07-01,7.0,7.0,1.0
50-59,NHS Forth Valley,S08000019,All Daycases,B,2019-01-01,30.0,27.0,1.11
10-19,NHS Tayside,S08000030,Emergency Inpatients,A,2018-10-01,13.0,9.0,1.44
50-59,NHS Greater Glasgow & Clyde,S08000021,Elective Inpatients,B,2018-10-01,68.0,68.0,1.0
80-89,NHS Borders,S08000016,All Daycases,A,2018-10-01,11.0,11.0,1.0
90+,NHS Lothian,S08000024,Emergency Inpatients,A,2018-07-01,284.0,22.0,12.91
40-49,NHS Lanarkshire,S08000023,Elective Inpatients,B,2019-01-01,14.0,14.0,1.0
50-59,NHS Borders,S08000016,Elective Inpatients,B,2018-07-01,4.0,4.0,1.0
30-39,NHS Orkney,S08000025,Elective Inpatients,A,2018-04-01,1.0,1.0,1.0
90+,NHS Tayside,S08000030,Emergency Inpatients,A,2018-04-01,140.0,9.0,15.56
20-29,NHS Greater Glasgow & Clyde,S08000021,All Daycases,A,2018-04-01,92.0,91.0,1.01
80-89,NHS Lothian,S08000024,Emergency Inpatients,A,2018-10-01,972.0,103.0,9.44
60-69,NHS Borders,S08000016,All Daycases,A,2018-04-01,16.0,16.0,1.0
80-89,NHS Orkney,S08000025,Emergency Inpatients,A,2019-01-01,17.0,4.0,4.25
10-19,NHS Tayside,S08000030,All Daycases,A,2018-07-01,8.0,8.0,1.0
50-59,NHS Borders,S08000016,Elective Inpatients,A,2019-01-01,5.0,5.0,1.0
70-79,NHS Forth Valley,S08000019,All Daycases,B,2018-04-01,29.0,29.0,1.0
70-79,NHS Fife,S08000029,All Daycases,B,2018-04-01,55.0,54.0,1.02
40-49,NHS Forth Valley,S08000019,Elective Inpatients,A,2018-04-01,7.0,5.0,1.4
20-29,NHS Dumfries & Galloway,S08000017,Emergency Inpatients,A,2018-07-01,13.0,10.0,1.3
20-29,NHS Shetland,S08000026,All Daycases,A,2018-10-01,2.0,2.0,1.0
90+,NHS Greater Glasgow & Clyde,S08000021,All Daycases,A,2018-04-01,42.0,40.0,1.05
80-89,NHS Highland,S08000022,All Daycases,A,2019-01-01,27.0,25.0,1.08
10-19,NHS Lanarkshire,S08000023,Elective Inpatients,B,2018-10-01,5.0,5.0,1.0
10-19,NHS Grampian,S08000020,All Daycases,A,2019-01-01,10.0,10.0,1.0
50-59,NHS Orkney,S08000025,Elective Inpatients,B,2018-07-01,1.0,1.0,1.0
0-9,NHS Lothian,S08000024,Emergency Inpatients,B,2019-01-01,14.0,13.0,1.08
20-29,NHS Ayrshire & Arran,S08000015,Elective Inpatients,A,2019-01-01,7.0,7.0,1.0
40-49,NHS Shetland,S08000026,Elective Inpatients,A,2018-07-01,1.0,1.0,1.0
30-39,NHS Grampian,S08000020,Elective Inpatients,A,2018-10-01,8.0,8.0,1.0
40-49,NHS Highland,S08000022,Emergency Inpatients,A,2018-10-01,48.0,23.0,2.09
30-39,NHS Grampian,S08000020,Elective Inpatients,A,2018-04-01,8.0,8.0,1.0
90+,NHS Dumfries & Galloway,S08000017,All Daycases,B,2018-07-01,4.0,4.0,1.0
80-89,NHS Dumfries & Galloway,S08000017,Elective Inpatients,B,2018-10-01,18.0,5.0,3.6
20-29,NHS Tayside,S08000030,All Daycases,A,2018-04-01,19.0,18.0,1.06
10-19,NHS Fife,S08000029,Elective Inpatients,A,2019-01-01,2.0,2.0,1.0
80-89,NHS Greater Glasgow & Clyde,S08000021,Emergency Inpatients,A,2018-04-01,1622.0,217.0,7.47
0-9,NHS Lanarkshire,S08000023,All Daycases,A,2018-07-01,9.0,9.0,1.0
0-9,NHS Lothian,S08000024,Elective Inpatients,B,2018-10-01,4.0,4.0,1.0
50-59,NHS Orkney,S08000025,All Daycases,A,2019-01-01,4.0,4.0,1.0
40-49,NHS Lothian,S08000024,Elective Inpatients,A,2018-07-01,23.0,22.0,1.05
90+,NHS Fife,S08000029,Emergency Inpatients,A,2018-04-01,87.0,9.0,9.67
70-79,NHS Lothian,S08000024,Elective Inpatients,B,2019-01-01,86.0,40.0,2.15
30-39,NHS Dumfries & Galloway,S08000017,Emergency Inpatients,A,2018-10-01,21.0,12.0,1.75
90+,NHS Fife,S08000029,All Daycases,A,2018-07-01,8.0,8.0,1.0
50-59,NHS Orkney,S08000025,Elective Inpatients,A,2018-07-01,2.0,2.0,1.0
80-89,NHS Grampian,S08000020,All Daycases,A,2018-04-01,49.0,47.0,1.04
90+,NHS Lanarkshire,S08000023,Emergency Inpatients,A,2019-01-01,175.0,18.0,9.72
20-29,NHS Highland,S08000022,Elective Inpatients,B,2019-01-01,4.0,4.0,1.0
80-89,NHS Tayside,S08000030,Emergency Inpatients,B,2018-07-01,357.0,46.0,7.76
30-39,NHS Orkney,S08000025,All Daycases,A,2018-04-01,2.0,2.0,1.0
50-59,NHS Highland,S08000022,Elective Inpatients,A,2018-07-01,12.0,11.0,1.09
80-89,NHS Forth Valley,S08000019,Elective Inpatients,B,2019-01-01,26.0,6.0,4.33
70-79,NHS Grampian,S08000020,Emergency Inpatients,A,2018-10-01,469.0,90.0,5.21
60-69,NHS Forth Valley,S08000019,Emergency Inpatients,B,2018-07-01,158.0,38.0,4.16
20-29,NHS Highland,S08000022,All Daycases,B,2018-07-01,13.0,13.0,1.0
60-69,NHS Highland,S08000022,Elective Inpatients,A,2019-01-01,15.0,13.0,1.15
80-89,NHS Fife,S08000029,Elective Inpatients,A,2018-04-01,34.0,10.0,3.4
70-79,NHS Lothian,S08000024,All Daycases,A,2018-07-01,156.0,145.0,1.08
40-49,NHS Greater Glasgow & Clyde,S08000021,Emergency Inpatients,B,2018-04-01,313.0,161.0,1.94
40-49,NHS Greater Glasgow & Clyde,S08000021,All Daycases,B,2019-01-01,160.0,149.0,1.07
80-89,NHS Forth Valley,S08000019,All Daycases,A,2018-10-01,21.0,20.0,1.05
40-49,NHS Tayside,S08000030,Elective Inpatients,B,2018-04-01,8.0,7.0,1.14
20-29,NHS Ayrshire & Arran,S08000015,Elective Inpatients,A,2018-04-01,7.0,7.0,1.0
20-29,NHS Greater Glasgow & Clyde,S08000021,All Daycases,B,2019-01-01,88.0,85.0,1.04
50-59,NHS Greater Glasgow & Clyde,S08000021,Emergency Inpatients,A,2018-10-01,575.0,300.0,1.92
90+,NHS Lanarkshire,S08000023,Elective Inpatients,A,2018-07-01,20.0,5.0,4.0
50-59,NHS Highland,S08000022,Emergency Inpatients,A,2018-07-01,90.0,45.0,2.0
30-39,NHS Greater Glasgow & Clyde,S08000021,All Daycases,B,2018-10-01,116.0,108.0,1.07
90+,NHS Dumfries & Galloway,S08000017,All Daycases,B,2018-10-01,4.0,4.0,1.0
40-49,NHS Orkney,S08000025,Emergency Inpatients,A,2019-01-01,3.0,3.0,1.0
70-79,NHS Highland,S08000022,All Daycases,B,2018-04-01,42.0,39.0,1.08
60-69,NHS Greater Glasgow & Clyde,S08000021,All Daycases,B,2018-10-01,305.0,299.0,1.02
10-19,NHS Lanarkshire,S08000023,All Daycases,A,2018-10-01,16.0,16.0,1.0
20-29,NHS Borders,S08000016,All Daycases,A,2019-01-01,5.0,5.0,1.0
50-59,NHS Highland,S08000022,Elective Inpatients,A,2018-10-01,12.0,11.0,1.09
