PaidDateMonth,HB2014Name,GPPracticeName,BNFItemCode,BNFItemDescription,NumberOfPaidItems
2019-06-01,NHS Shetland,WALLS HEALTH CENTRE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,2
2019-06-01,NHS Shetland,WALLS HEALTH CENTRE,21480000100,FREESTYLE LIBRE SENSOR KIT,1
2019-06-01,NHS Shetland,BIXTER HEALTH CENTRE,21480000100,FREESTYLE LIBRE SENSOR KIT,1
2019-06-01,NHS Shetland,LEVENWICK MEDICAL PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,2
2019-06-01,NHS Shetland,LEVENWICK MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,6
2019-06-01,NHS Shetland,SCALLOWAY HEALTH CENTRE LLP,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,2
2019-06-01,NHS Shetland,SCALLOWAY HEALTH CENTRE LLP,0208020Y0BBACAC,XARELTO_TAB 20MG,6
2019-06-01,NHS Shetland,SCALLOWAY HEALTH CENTRE LLP,0208020Z0BBABAB,ELIQUIS_TAB 5MG,4
2019-06-01,NHS Shetland,SCALLOWAY HEALTH CENTRE LLP,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,13
2019-06-01,NHS Shetland,SCALLOWAY HEALTH CENTRE LLP,21480000100,FREESTYLE LIBRE SENSOR KIT,2
2019-06-01,NHS Shetland,LERWICK HEALTH CENTRE,0208020Y0BBACAC,XARELTO_TAB 20MG,61
2019-06-01,NHS Shetland,LERWICK HEALTH CENTRE,0208020Y0BBACAC,XARELTO_TAB 20MG,2
2019-06-01,NHS Shetland,LERWICK HEALTH CENTRE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,15
2019-06-01,NHS Shetland,LERWICK HEALTH CENTRE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,2
2019-06-01,NHS Shetland,LERWICK HEALTH CENTRE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,3
2019-06-01,NHS Shetland,LERWICK HEALTH CENTRE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,29
2019-06-01,NHS Shetland,LERWICK HEALTH CENTRE,21480000100,FREESTYLE LIBRE SENSOR KIT,17
2019-06-01,NHS Shetland,UNST HEALTH CENTRE,0208020Y0BBACAC,XARELTO_TAB 20MG,5
2019-06-01,NHS Shetland,UNST HEALTH CENTRE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,7
2019-06-01,NHS Shetland,UNST HEALTH CENTRE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,1
2019-06-01,NHS Shetland,UNST HEALTH CENTRE,21480000100,FREESTYLE LIBRE SENSOR KIT,3
2019-06-01,NHS Western Isles,THE GROUP PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,41
2019-06-01,NHS Western Isles,THE GROUP PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,29
2019-06-01,NHS Western Isles,THE GROUP PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,13
2019-06-01,NHS Western Isles,THE GROUP PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,25
2019-06-01,NHS Western Isles,THE GROUP PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,52
2019-06-01,NHS Western Isles,NORTH HARRIS MEDICAL PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,1
2019-06-01,NHS Western Isles,NORTH HARRIS MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,1
2019-06-01,NHS Western Isles,NORTH HARRIS MEDICAL PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,4
2019-06-01,NHS Western Isles,SOUTH HARRIS MEDICAL PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,3
2019-06-01,NHS Western Isles,SOUTH HARRIS MEDICAL PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,1
2019-06-01,NHS Western Isles,NORTH UIST MEDICAL PRACTICE,20020200802,K-BAND 7CM X 4M KTD POLYAM & CELLULOSE CONTR BAND,1
2019-06-01,NHS Western Isles,NORTH UIST MEDICAL PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,3
2019-06-01,NHS Western Isles,BENBECULA MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,1
2019-06-01,NHS Western Isles,BENBECULA MEDICAL PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,6
2019-06-01,NHS Western Isles,SOUTH UIST MEDICAL PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,9
2019-06-01,NHS Western Isles,SOUTH UIST MEDICAL PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,5
2019-06-01,NHS Western Isles,SOUTH UIST MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,8
2019-06-01,NHS Western Isles,SOUTH UIST MEDICAL PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,2
2019-06-01,NHS Western Isles,BARRA MEDICAL PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,4
2019-06-01,NHS Western Isles,BARRA MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,1
2019-06-01,NHS Western Isles,BARRA MEDICAL PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,3
2019-06-01,NHS Western Isles,BROADBAY MEDICAL PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,24
2019-06-01,NHS Western Isles,BROADBAY MEDICAL PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,22
2019-06-01,NHS Western Isles,BROADBAY MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,5
2019-06-01,NHS Western Isles,BROADBAY MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,1
2019-06-01,NHS Western Isles,BROADBAY MEDICAL PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,30
2019-06-01,NHS Western Isles,LANGABHAT MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,5
2019-06-01,NHS Western Isles,LANGABHAT MEDICAL PRACTICE,21140000001,SUTHERLAND LUBRI JELLY SACH 5G STER,1
2019-06-01,NHS Western Isles,LANGABHAT MEDICAL PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,14
2019-06-01,NHS Fife,SKEITH HEALTH CENTRE,0208020Y0BBACAC,XARELTO_TAB 20MG,27
2019-06-01,NHS Fife,SKEITH HEALTH CENTRE,0208020Y0BBACAC,XARELTO_TAB 20MG,1
2019-06-01,NHS Fife,SKEITH HEALTH CENTRE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,6
2019-06-01,NHS Fife,SKEITH HEALTH CENTRE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,3
2019-06-01,NHS Fife,SKEITH HEALTH CENTRE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,23
2019-06-01,NHS Fife,SKEITH HEALTH CENTRE,21480000100,FREESTYLE LIBRE SENSOR KIT,23
2019-06-01,NHS Fife,AUCHTERMUCHTY PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,29
2019-06-01,NHS Fife,AUCHTERMUCHTY PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,3
2019-06-01,NHS Fife,AUCHTERMUCHTY PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,37
2019-06-01,NHS Fife,AUCHTERMUCHTY PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,8
2019-06-01,NHS Fife,MUIREDGE SURGERY,0208020Y0BBACAC,XARELTO_TAB 20MG,22
2019-06-01,NHS Fife,MUIREDGE SURGERY,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,17
2019-06-01,NHS Fife,MUIREDGE SURGERY,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,33
2019-06-01,NHS Fife,MUIREDGE SURGERY,21480000100,FREESTYLE LIBRE SENSOR KIT,9
2019-06-01,NHS Fife,BURNTISLAND MEDICAL GROUP,0208020Y0BBACAC,XARELTO_TAB 20MG,22
2019-06-01,NHS Fife,BURNTISLAND MEDICAL GROUP,0208020Z0BBABAB,ELIQUIS_TAB 5MG,1
2019-06-01,NHS Fife,BURNTISLAND MEDICAL GROUP,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,19
2019-06-01,NHS Fife,BURNTISLAND MEDICAL GROUP,21480000100,FREESTYLE LIBRE SENSOR KIT,12
2019-06-01,NHS Fife,THE LINKS PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,8
2019-06-01,NHS Fife,THE LINKS PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,8
2019-06-01,NHS Fife,WALLSGREEN MEDICAL PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,19
2019-06-01,NHS Fife,WALLSGREEN MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,11
2019-06-01,NHS Fife,WALLSGREEN MEDICAL PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,5
2019-06-01,NHS Fife,COWDENBEATH SURGERY,0208020Y0BBACAC,XARELTO_TAB 20MG,53
2019-06-01,NHS Fife,COWDENBEATH SURGERY,0208020Z0BBABAB,ELIQUIS_TAB 5MG,3
2019-06-01,NHS Fife,COWDENBEATH SURGERY,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,1
2019-06-01,NHS Fife,COWDENBEATH SURGERY,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,120
2019-06-01,NHS Fife,COWDENBEATH SURGERY,21480000100,FREESTYLE LIBRE SENSOR KIT,22
2019-06-01,NHS Fife,CROSSGATES MEDICAL PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,22
2019-06-01,NHS Fife,CROSSGATES MEDICAL PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,2
2019-06-01,NHS Fife,CROSSGATES MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,29
2019-06-01,NHS Fife,CROSSGATES MEDICAL PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,5
2019-06-01,NHS Fife,EDEN VILLA PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,23
2019-06-01,NHS Fife,EDEN VILLA PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,9
2019-06-01,NHS Fife,EDEN VILLA PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,3
2019-06-01,NHS Fife,EDEN VILLA PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,21
2019-06-01,NHS Fife,EDEN VILLA PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,12
2019-06-01,NHS Fife,BANK STREET MEDICAL GROUP,0208020Y0BBACAC,XARELTO_TAB 20MG,26
2019-06-01,NHS Fife,BANK STREET MEDICAL GROUP,0208020Z0BBABAB,ELIQUIS_TAB 5MG,5
2019-06-01,NHS Fife,BANK STREET MEDICAL GROUP,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,38
2019-06-01,NHS Fife,BANK STREET MEDICAL GROUP,21480000100,FREESTYLE LIBRE SENSOR KIT,10
2019-06-01,NHS Tayside,MUIRHEAD MEDICAL CENTRE,0208020Y0BBACAC,XARELTO_TAB 20MG,13
2019-06-01,NHS Tayside,MUIRHEAD MEDICAL CENTRE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,5
2019-06-01,NHS Tayside,MUIRHEAD MEDICAL CENTRE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,81
2019-06-01,NHS Tayside,MUIRHEAD MEDICAL CENTRE,21480000100,FREESTYLE LIBRE SENSOR KIT,12
2019-06-01,NHS Tayside,THE BLUE PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,10
2019-06-01,NHS Tayside,THE BLUE PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,2
2019-06-01,NHS Tayside,THE BLUE PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,10
2019-06-01,NHS Tayside,THE BLUE PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,49
2019-06-01,NHS Tayside,THE BLUE PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,6
2019-06-01,NHS Tayside,ABERFELDY AND KINLOCH RANNOCH MEDICAL PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,6
2019-06-01,NHS Tayside,ABERFELDY AND KINLOCH RANNOCH MEDICAL PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,9
2019-06-01,NHS Tayside,ABERFELDY AND KINLOCH RANNOCH MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,22
2019-06-01,NHS Tayside,ABERFELDY AND KINLOCH RANNOCH MEDICAL PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,8
2019-06-01,NHS Tayside,GROVE HEALTH CENTRE,0208020Y0BBACAC,XARELTO_TAB 20MG,13
2019-06-01,NHS Tayside,GROVE HEALTH CENTRE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,4
2019-06-01,NHS Tayside,GROVE HEALTH CENTRE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,19
2019-06-01,NHS Tayside,GROVE HEALTH CENTRE,21480000100,FREESTYLE LIBRE SENSOR KIT,16
2019-06-01,NHS Tayside,ALYTH HEALTH CENTRE,0208020Y0BBACAC,XARELTO_TAB 20MG,5
2019-06-01,NHS Tayside,ALYTH HEALTH CENTRE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,9
2019-06-01,NHS Tayside,ALYTH HEALTH CENTRE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,43
2019-06-01,NHS Tayside,ALYTH HEALTH CENTRE,21480000100,FREESTYLE LIBRE SENSOR KIT,4
2019-06-01,NHS Tayside,ARBROATH MEDICAL CENTRE,21480000100,FREESTYLE LIBRE SENSOR KIT,8
2019-06-01,NHS Tayside,ARBROATH MEDICAL CENTRE,0208020Y0BBACAC,XARELTO_TAB 20MG,15
2019-06-01,NHS Tayside,ARBROATH MEDICAL CENTRE,0208020Y0BBACAC,XARELTO_TAB 20MG,3
2019-06-01,NHS Tayside,ARBROATH MEDICAL CENTRE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,10
2019-06-01,NHS Tayside,ARBROATH MEDICAL CENTRE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,1
2019-06-01,NHS Tayside,ARBROATH MEDICAL CENTRE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,100
2019-06-01,NHS Tayside,THE ABBEY PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,17
2019-06-01,NHS Tayside,THE ABBEY PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,1
2019-06-01,NHS Tayside,THE ABBEY PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,7
2019-06-01,NHS Tayside,THE ABBEY PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,67
2019-06-01,NHS Tayside,THE ABBEY PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,7
2019-06-01,NHS Tayside,"EAST PRACTICE, SPRINGFIELD MEDICAL CENTRE",0208020Y0BBACAC,XARELTO_TAB 20MG,7
2019-06-01,NHS Tayside,"EAST PRACTICE, SPRINGFIELD MEDICAL CENTRE",0208020Z0BBABAB,ELIQUIS_TAB 5MG,2
2019-06-01,NHS Tayside,"EAST PRACTICE, SPRINGFIELD MEDICAL CENTRE",0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,50
2019-06-01,NHS Tayside,"EAST PRACTICE, SPRINGFIELD MEDICAL CENTRE",21480000100,FREESTYLE LIBRE SENSOR KIT,8
2019-06-01,NHS Tayside,"WEST PRACTICE, SPRINGFIELD MEDICAL CENTRE",0208020Y0BBACAC,XARELTO_TAB 20MG,9
2019-06-01,NHS Tayside,"WEST PRACTICE, SPRINGFIELD MEDICAL CENTRE",0208020Z0BBABAB,ELIQUIS_TAB 5MG,7
2019-06-01,NHS Tayside,"WEST PRACTICE, SPRINGFIELD MEDICAL CENTRE",0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,118
2019-06-01,NHS Tayside,"WEST PRACTICE, SPRINGFIELD MEDICAL CENTRE",21480000100,FREESTYLE LIBRE SENSOR KIT,6
2019-06-01,NHS Tayside,ST MARGARET'S HEALTH CENTRE,0208020Y0BBACAC,XARELTO_TAB 20MG,12
2019-06-01,NHS Tayside,ST MARGARET'S HEALTH CENTRE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,8
2019-06-01,NHS Tayside,ST MARGARET'S HEALTH CENTRE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,2
2019-06-01,NHS Tayside,ST MARGARET'S HEALTH CENTRE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,45
2019-06-01,NHS Tayside,ST MARGARET'S HEALTH CENTRE,21480000100,FREESTYLE LIBRE SENSOR KIT,13
2019-06-01,NHS Greater Glasgow and Clyde,FULTON STREET MEDICAL CENTRE,0208020Y0BBACAC,XARELTO_TAB 20MG,4
2019-06-01,NHS Greater Glasgow and Clyde,FULTON STREET MEDICAL CENTRE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,17
2019-06-01,NHS Greater Glasgow and Clyde,FULTON STREET MEDICAL CENTRE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,9
2019-06-01,NHS Greater Glasgow and Clyde,FULTON STREET MEDICAL CENTRE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,24
2019-06-01,NHS Greater Glasgow and Clyde,BUCKINGHAM TERRACE MEDICAL PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,11
2019-06-01,NHS Greater Glasgow and Clyde,FULTON STREET MEDICAL CENTRE,21480000100,FREESTYLE LIBRE SENSOR KIT,3
2019-06-01,NHS Greater Glasgow and Clyde,BUCKINGHAM TERRACE MEDICAL PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,3
2019-06-01,NHS Greater Glasgow and Clyde,BUCKINGHAM TERRACE MEDICAL PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,15
2019-06-01,NHS Greater Glasgow and Clyde,BUCKINGHAM TERRACE MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,2
2019-06-01,NHS Greater Glasgow and Clyde,BUCKINGHAM TERRACE MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,30
2019-06-01,NHS Greater Glasgow and Clyde,THE TERRACE MEDICAL PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,6
2019-06-01,NHS Greater Glasgow and Clyde,THE TERRACE MEDICAL PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,32
2019-06-01,NHS Greater Glasgow and Clyde,THE TERRACE MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,3
2019-06-01,NHS Greater Glasgow and Clyde,THE TERRACE MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,17
2019-06-01,NHS Greater Glasgow and Clyde,THE TERRACE MEDICAL PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,9
2019-06-01,NHS Greater Glasgow and Clyde,DRS REID & MACLAREN PARTNERSHIP,0208020Y0BBACAC,XARELTO_TAB 20MG,2
2019-06-01,NHS Greater Glasgow and Clyde,DRS REID & MACLAREN PARTNERSHIP,0208020Z0BBABAB,ELIQUIS_TAB 5MG,11
2019-06-01,NHS Greater Glasgow and Clyde,DRS REID & MACLAREN PARTNERSHIP,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,19
2019-06-01,NHS Greater Glasgow and Clyde,RED WING MEDICAL PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,10
2019-06-01,NHS Greater Glasgow and Clyde,RED WING MEDICAL PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,50
2019-06-01,NHS Greater Glasgow and Clyde,RED WING MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,15
2019-06-01,NHS Greater Glasgow and Clyde,RED WING MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,69
2019-06-01,NHS Greater Glasgow and Clyde,RED WING MEDICAL PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,10
2019-06-01,NHS Greater Glasgow and Clyde,ABINGDON MEDICAL PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,2
2019-06-01,NHS Greater Glasgow and Clyde,ABINGDON MEDICAL PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,8
2019-06-01,NHS Greater Glasgow and Clyde,ANNIESLAND MEDICAL PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,5
2019-06-01,NHS Greater Glasgow and Clyde,ANNIESLAND MEDICAL PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,43
2019-06-01,NHS Greater Glasgow and Clyde,ANNIESLAND MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,2
2019-06-01,NHS Greater Glasgow and Clyde,ANNIESLAND MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,76
2019-06-01,NHS Greater Glasgow and Clyde,ANNIESLAND MEDICAL PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,6
2019-06-01,NHS Greater Glasgow and Clyde,OLD KILPATRICK MEDICAL PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,7
2019-06-01,NHS Greater Glasgow and Clyde,OLD KILPATRICK MEDICAL PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,24
2019-06-01,NHS Greater Glasgow and Clyde,OLD KILPATRICK MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,5
2019-06-01,NHS Greater Glasgow and Clyde,OLD KILPATRICK MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,15
2019-06-01,NHS Greater Glasgow and Clyde,OLD KILPATRICK MEDICAL PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,3
2019-06-01,NHS Greater Glasgow and Clyde,ABINGDON MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,4
2019-06-01,NHS Greater Glasgow and Clyde,ABINGDON MEDICAL PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,1
2019-06-01,NHS Greater Glasgow and Clyde,PENNAN PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,1
2019-06-01,NHS Greater Glasgow and Clyde,PENNAN PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,6
2019-06-01,NHS Greater Glasgow and Clyde,PENNAN PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,14
2019-06-01,NHS Greater Glasgow and Clyde,KESSINGTON MEDICAL CENTRE,0208020Y0BBACAC,XARELTO_TAB 20MG,4
2019-06-01,NHS Greater Glasgow and Clyde,KESSINGTON MEDICAL CENTRE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,31
2019-06-01,NHS Greater Glasgow and Clyde,KESSINGTON MEDICAL CENTRE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,5
2019-06-01,NHS Greater Glasgow and Clyde,KESSINGTON MEDICAL CENTRE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,35
2019-06-01,NHS Greater Glasgow and Clyde,KESSINGTON MEDICAL CENTRE,21480000100,FREESTYLE LIBRE SENSOR KIT,4
2019-06-01,NHS Lanarkshire,JAMIESON MEDICAL PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,7
2019-06-01,NHS Lanarkshire,JAMIESON MEDICAL PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,1
2019-06-01,NHS Lanarkshire,JAMIESON MEDICAL PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,45
2019-06-01,NHS Lanarkshire,JAMIESON MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,14
2019-06-01,NHS Lanarkshire,JAMIESON MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,39
2019-06-01,NHS Lanarkshire,JAMIESON MEDICAL PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,9
2019-06-01,NHS Lanarkshire,NALAGATLA MEDICAL PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,3
2019-06-01,NHS Lanarkshire,NALAGATLA MEDICAL PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,20
2019-06-01,NHS Lanarkshire,NALAGATLA MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,1
2019-06-01,NHS Lanarkshire,NALAGATLA MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,8
2019-06-01,NHS Lanarkshire,NALAGATLA MEDICAL PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,6
2019-06-01,NHS Lanarkshire,STEPPS SURGERY,0208020Y0BBACAC,XARELTO_TAB 20MG,3
2019-06-01,NHS Lanarkshire,STEPPS SURGERY,0208020Z0BBABAB,ELIQUIS_TAB 5MG,14
2019-06-01,NHS Lanarkshire,STEPPS SURGERY,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,1
2019-06-01,NHS Lanarkshire,STEPPS SURGERY,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,9
2019-06-01,NHS Lanarkshire,STEPPS SURGERY,21480000100,FREESTYLE LIBRE SENSOR KIT,5
2019-06-01,NHS Lanarkshire,DR C M MCCANN,0208020Z0BBABAB,ELIQUIS_TAB 5MG,3
2019-06-01,NHS Lanarkshire,THE STONELAW PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,3
2019-06-01,NHS Lanarkshire,THE STONELAW PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,36
2019-06-01,NHS Lanarkshire,THE STONELAW PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,3
2019-06-01,NHS Lanarkshire,THE STONELAW PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,31
2019-06-01,NHS Lanarkshire,THE STONELAW PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,10
