HB2014Name,GPPracticeName,HB2014,BNFItemDescription,BNFItemCode,PaidDateMonth,NumberOfPaidItems
NHS Ayrshire and Arran,RACECOURSE ROAD MEDICAL GROUP,S08000015,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,13
NHS Ayrshire and Arran,RACECOURSE ROAD MEDICAL GROUP,S08000015,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,11
NHS Ayrshire and Arran,RACECOURSE ROAD MEDICAL GROUP,S08000015,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,13
NHS Ayrshire and Arran,RACECOURSE ROAD MEDICAL GROUP,S08000015,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,13
NHS Ayrshire and Arran,RACECOURSE ROAD MEDICAL GROUP,S08000015,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,11
NHS Fife,EDEN VILLA PRACTICE,S08000029,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,11
NHS Fife,EDEN VILLA PRACTICE,S08000029,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,13
NHS Fife,EDEN VILLA PRACTICE,S08000029,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,12
NHS Fife,EDEN VILLA PRACTICE,S08000029,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,13
NHS Fife,EDEN VILLA PRACTICE,S08000029,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,12
NHS Fife,COWDENBEATH SURGERY,S08000029,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,11
NHS Fife,COWDENBEATH SURGERY,S08000029,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,11
NHS Fife,COWDENBEATH SURGERY,S08000029,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,11
NHS Fife,COWDENBEATH SURGERY,S08000029,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,11
NHS Fife,COWDENBEATH SURGERY,S08000029,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,11
NHS Grampian,ELMBANK GROUP PRACTICE,S08000020,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,6
NHS Grampian,ELMBANK GROUP PRACTICE,S08000020,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,6
NHS Grampian,ELMBANK GROUP PRACTICE,S08000020,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,7
NHS Grampian,ELMBANK GROUP PRACTICE,S08000020,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,8
NHS Grampian,ELMBANK GROUP PRACTICE,S08000020,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,8
NHS Lanarkshire,JAMIESON MEDICAL PRACTICE,S08000032,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-04-01,6
NHS Lanarkshire,JAMIESON MEDICAL PRACTICE,S08000032,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-05-01,6
NHS Lanarkshire,JAMIESON MEDICAL PRACTICE,S08000032,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-06-01,6
NHS Lanarkshire,JAMIESON MEDICAL PRACTICE,S08000032,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-07-01,8
NHS Lanarkshire,JAMIESON MEDICAL PRACTICE,S08000032,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-08-01,7
NHS Lanarkshire,DR C M MCCANN,S08000032,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,30
NHS Lanarkshire,DR C M MCCANN,S08000032,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,30
NHS Lanarkshire,DR C M MCCANN,S08000032,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,32
NHS Lanarkshire,DR C M MCCANN,S08000032,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,32
NHS Lanarkshire,DR C M MCCANN,S08000032,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,33
NHS Fife,BANK STREET MEDICAL GROUP,S08000029,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,12
NHS Fife,BANK STREET MEDICAL GROUP,S08000029,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,11
NHS Fife,BANK STREET MEDICAL GROUP,S08000029,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,11
NHS Fife,BANK STREET MEDICAL GROUP,S08000029,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,13
NHS Fife,BANK STREET MEDICAL GROUP,S08000029,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,12
NHS Forth Valley,KINGLASS MEDICAL PRACTICE,S08000019,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-04-01,8
NHS Forth Valley,KINGLASS MEDICAL PRACTICE,S08000019,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-05-01,8
NHS Forth Valley,KINGLASS MEDICAL PRACTICE,S08000019,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-06-01,7
NHS Forth Valley,KINGLASS MEDICAL PRACTICE,S08000019,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-07-01,7
NHS Forth Valley,KINGLASS MEDICAL PRACTICE,S08000019,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-08-01,6
NHS Dumfries and Galloway,"DRS OLIVER, GREELEY, INNES & SPRATT",S08000017,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,12
NHS Dumfries and Galloway,"DRS OLIVER, GREELEY, INNES & SPRATT",S08000017,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,12
NHS Dumfries and Galloway,"DRS OLIVER, GREELEY, INNES & SPRATT",S08000017,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,11
NHS Dumfries and Galloway,"DRS OLIVER, GREELEY, INNES & SPRATT",S08000017,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,11
NHS Dumfries and Galloway,"DRS OLIVER, GREELEY, INNES & SPRATT",S08000017,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,11
NHS Orkney,DOUNBY SURGERY,S08000025,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,11
NHS Orkney,DOUNBY SURGERY,S08000025,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,12
NHS Orkney,DOUNBY SURGERY,S08000025,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,13
NHS Orkney,DOUNBY SURGERY,S08000025,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,13
NHS Orkney,DOUNBY SURGERY,S08000025,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,13
NHS Ayrshire and Arran,RACECOURSE ROAD MEDICAL GROUP,S08000015,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,16
NHS Ayrshire and Arran,RACECOURSE ROAD MEDICAL GROUP,S08000015,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,17
NHS Ayrshire and Arran,RACECOURSE ROAD MEDICAL GROUP,S08000015,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,18
NHS Ayrshire and Arran,RACECOURSE ROAD MEDICAL GROUP,S08000015,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,17
NHS Ayrshire and Arran,RACECOURSE ROAD MEDICAL GROUP,S08000015,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,17
NHS Lanarkshire,STEPPS SURGERY,S08000032,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,31
NHS Lanarkshire,STEPPS SURGERY,S08000032,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,30
NHS Lanarkshire,STEPPS SURGERY,S08000032,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,30
NHS Lanarkshire,STEPPS SURGERY,S08000032,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,30
NHS Lanarkshire,STEPPS SURGERY,S08000032,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,27
NHS Orkney,ORCADES PRACTICE,S08000025,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,12
NHS Orkney,ORCADES PRACTICE,S08000025,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,12
NHS Orkney,ORCADES PRACTICE,S08000025,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,12
NHS Orkney,ORCADES PRACTICE,S08000025,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,12
NHS Orkney,ORCADES PRACTICE,S08000025,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,12
NHS Orkney,SKERRYVORE PRACTICE,S08000025,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,17
NHS Orkney,SKERRYVORE PRACTICE,S08000025,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,16
NHS Orkney,SKERRYVORE PRACTICE,S08000025,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,17
NHS Orkney,SKERRYVORE PRACTICE,S08000025,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,17
NHS Orkney,SKERRYVORE PRACTICE,S08000025,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,18
NHS Fife,SKEITH HEALTH CENTRE,S08000029,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,18
NHS Fife,SKEITH HEALTH CENTRE,S08000029,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,18
NHS Fife,SKEITH HEALTH CENTRE,S08000029,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,16
NHS Fife,SKEITH HEALTH CENTRE,S08000029,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,17
NHS Fife,SKEITH HEALTH CENTRE,S08000029,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,16
NHS Forth Valley,THE RICHMOND PRACTICE,S08000019,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,32
NHS Forth Valley,THE RICHMOND PRACTICE,S08000019,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,31
NHS Forth Valley,THE RICHMOND PRACTICE,S08000019,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,27
NHS Forth Valley,THE RICHMOND PRACTICE,S08000019,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,27
NHS Forth Valley,THE RICHMOND PRACTICE,S08000019,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,27
NHS Highland,LYBSTER MEDICAL CENTRE,S08000022,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,29
NHS Highland,LYBSTER MEDICAL CENTRE,S08000022,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,31
NHS Highland,LYBSTER MEDICAL CENTRE,S08000022,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,27
NHS Highland,LYBSTER MEDICAL CENTRE,S08000022,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,32
NHS Highland,LYBSTER MEDICAL CENTRE,S08000022,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,32
NHS Fife,COWDENBEATH SURGERY,S08000029,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,29
NHS Fife,COWDENBEATH SURGERY,S08000029,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,31
NHS Fife,COWDENBEATH SURGERY,S08000029,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,32
NHS Fife,COWDENBEATH SURGERY,S08000029,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,27
NHS Fife,COWDENBEATH SURGERY,S08000029,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,27
NHS Forth Valley,THE WHINS MEDICAL PRACTICE,S08000019,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,30
NHS Forth Valley,THE WHINS MEDICAL PRACTICE,S08000019,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,31
NHS Forth Valley,THE WHINS MEDICAL PRACTICE,S08000019,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,32
NHS Forth Valley,THE WHINS MEDICAL PRACTICE,S08000019,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,28
NHS Forth Valley,THE WHINS MEDICAL PRACTICE,S08000019,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,27
NHS Dumfries and Galloway,CAIRNSMORE MEDICAL PRACTICE,S08000017,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,6
NHS Dumfries and Galloway,CAIRNSMORE MEDICAL PRACTICE,S08000017,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,6
NHS Dumfries and Galloway,CAIRNSMORE MEDICAL PRACTICE,S08000017,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,7
NHS Dumfries and Galloway,CAIRNSMORE MEDICAL PRACTICE,S08000017,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,6
NHS Dumfries and Galloway,CAIRNSMORE MEDICAL PRACTICE,S08000017,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,8
NHS Grampian,TORRY MEDICAL PRACTICE,S08000020,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,31
NHS Grampian,TORRY MEDICAL PRACTICE,S08000020,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,29
NHS Grampian,TORRY MEDICAL PRACTICE,S08000020,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,28
NHS Grampian,TORRY MEDICAL PRACTICE,S08000020,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,31
NHS Grampian,TORRY MEDICAL PRACTICE,S08000020,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,32
NHS Ayrshire and Arran,DALBLAIR MEDICAL PRACTICE,S08000015,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,33
NHS Ayrshire and Arran,DALBLAIR MEDICAL PRACTICE,S08000015,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,32
NHS Ayrshire and Arran,DALBLAIR MEDICAL PRACTICE,S08000015,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,32
NHS Ayrshire and Arran,DALBLAIR MEDICAL PRACTICE,S08000015,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,32
NHS Ayrshire and Arran,DALBLAIR MEDICAL PRACTICE,S08000015,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,27
NHS Orkney,ORCADES PRACTICE,S08000025,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,7
NHS Orkney,ORCADES PRACTICE,S08000025,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,8
NHS Orkney,ORCADES PRACTICE,S08000025,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,6
NHS Orkney,ORCADES PRACTICE,S08000025,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,8
NHS Orkney,ORCADES PRACTICE,S08000025,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,8
NHS Ayrshire and Arran,TAM'S BRIG SURGERY,S08000015,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,31
NHS Ayrshire and Arran,TAM'S BRIG SURGERY,S08000015,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,32
NHS Ayrshire and Arran,TAM'S BRIG SURGERY,S08000015,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,28
NHS Ayrshire and Arran,TAM'S BRIG SURGERY,S08000015,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,32
NHS Ayrshire and Arran,TAM'S BRIG SURGERY,S08000015,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,28
NHS Greater Glasgow and Clyde,FULTON STREET MEDICAL CENTRE,S08000031,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,17
NHS Greater Glasgow and Clyde,FULTON STREET MEDICAL CENTRE,S08000031,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,18
NHS Greater Glasgow and Clyde,FULTON STREET MEDICAL CENTRE,S08000031,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,18
NHS Greater Glasgow and Clyde,FULTON STREET MEDICAL CENTRE,S08000031,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,16
NHS Greater Glasgow and Clyde,FULTON STREET MEDICAL CENTRE,S08000031,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,17
NHS Fife,THE LINKS PRACTICE,S08000029,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,12
NHS Fife,THE LINKS PRACTICE,S08000029,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,12
NHS Fife,THE LINKS PRACTICE,S08000029,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,13
NHS Fife,THE LINKS PRACTICE,S08000029,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,11
NHS Fife,THE LINKS PRACTICE,S08000029,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,12
NHS Highland,THE PEARSON PRACTICE,S08000022,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,27
NHS Highland,THE PEARSON PRACTICE,S08000022,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,29
NHS Highland,THE PEARSON PRACTICE,S08000022,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,28
NHS Highland,THE PEARSON PRACTICE,S08000022,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,33
NHS Highland,THE PEARSON PRACTICE,S08000022,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,32
NHS Western Isles,BARRA MEDICAL PRACTICE,S08000028,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,11
NHS Western Isles,BARRA MEDICAL PRACTICE,S08000028,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,12
NHS Western Isles,BARRA MEDICAL PRACTICE,S08000028,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,12
NHS Western Isles,BARRA MEDICAL PRACTICE,S08000028,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,13
NHS Western Isles,BARRA MEDICAL PRACTICE,S08000028,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,11
NHS Lanarkshire,JAMIESON MEDICAL PRACTICE,S08000032,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,6
NHS Lanarkshire,JAMIESON MEDICAL PRACTICE,S08000032,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,7
NHS Lanarkshire,JAMIESON MEDICAL PRACTICE,S08000032,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,8
NHS Lanarkshire,JAMIESON MEDICAL PRACTICE,S08000032,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,7
NHS Lanarkshire,JAMIESON MEDICAL PRACTICE,S08000032,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,8
NHS Ayrshire and Arran,SOUTH BEACH MEDICAL CENTRE,S08000015,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-04-01,7
NHS Ayrshire and Arran,SOUTH BEACH MEDICAL CENTRE,S08000015,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-05-01,7
NHS Ayrshire and Arran,SOUTH BEACH MEDICAL CENTRE,S08000015,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-06-01,8
NHS Ayrshire and Arran,SOUTH BEACH MEDICAL CENTRE,S08000015,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-07-01,7
NHS Ayrshire and Arran,SOUTH BEACH MEDICAL CENTRE,S08000015,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-08-01,6
NHS Grampian,GARTHDEE MEDICAL GROUP,S08000020,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,31
NHS Grampian,GARTHDEE MEDICAL GROUP,S08000020,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,33
NHS Grampian,GARTHDEE MEDICAL GROUP,S08000020,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,33
NHS Grampian,GARTHDEE MEDICAL GROUP,S08000020,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,32
NHS Grampian,GARTHDEE MEDICAL GROUP,S08000020,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,32
NHS Greater Glasgow and Clyde,KESSINGTON MEDICAL CENTRE,S08000031,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,16
NHS Greater Glasgow and Clyde,KESSINGTON MEDICAL CENTRE,S08000031,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,18
NHS Greater Glasgow and Clyde,KESSINGTON MEDICAL CENTRE,S08000031,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,18
NHS Greater Glasgow and Clyde,KESSINGTON MEDICAL CENTRE,S08000031,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,16
NHS Greater Glasgow and Clyde,KESSINGTON MEDICAL CENTRE,S08000031,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,18
NHS Greater Glasgow and Clyde,PENNAN PRACTICE,S08000031,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,7
NHS Greater Glasgow and Clyde,PENNAN PRACTICE,S08000031,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,8
NHS Greater Glasgow and Clyde,PENNAN PRACTICE,S08000031,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,8
NHS Greater Glasgow and Clyde,PENNAN PRACTICE,S08000031,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,7
NHS Greater Glasgow and Clyde,PENNAN PRACTICE,S08000031,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,7
NHS Lanarkshire,THE STONELAW PRACTICE,S08000032,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,31
NHS Lanarkshire,THE STONELAW PRACTICE,S08000032,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,27
NHS Lanarkshire,THE STONELAW PRACTICE,S08000032,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,27
NHS Lanarkshire,THE STONELAW PRACTICE,S08000032,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,30
NHS Lanarkshire,THE STONELAW PRACTICE,S08000032,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,29
NHS Fife,EDEN VILLA PRACTICE,S08000029,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,32
NHS Fife,EDEN VILLA PRACTICE,S08000029,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,29
NHS Fife,EDEN VILLA PRACTICE,S08000029,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,28
NHS Fife,EDEN VILLA PRACTICE,S08000029,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,28
NHS Fife,EDEN VILLA PRACTICE,S08000029,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,33
NHS Borders,MERSE MEDICAL PRACTICE,S08000016,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,13
NHS Borders,MERSE MEDICAL PRACTICE,S08000016,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,13
NHS Borders,MERSE MEDICAL PRACTICE,S08000016,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,12
NHS Borders,MERSE MEDICAL PRACTICE,S08000016,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,12
NHS Borders,MERSE MEDICAL PRACTICE,S08000016,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,13
NHS Grampian,HAMILTON MEDICAL GROUP,S08000020,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,17
NHS Grampian,HAMILTON MEDICAL GROUP,S08000020,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,17
NHS Grampian,HAMILTON MEDICAL GROUP,S08000020,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,18
NHS Grampian,HAMILTON MEDICAL GROUP,S08000020,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,17
NHS Grampian,HAMILTON MEDICAL GROUP,S08000020,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,16
NHS Western Isles,LANGABHAT MEDICAL PRACTICE,S08000028,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,13
NHS Western Isles,LANGABHAT MEDICAL PRACTICE,S08000028,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,11
NHS Western Isles,LANGABHAT MEDICAL PRACTICE,S08000028,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,11
NHS Western Isles,LANGABHAT MEDICAL PRACTICE,S08000028,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,11
NHS Western Isles,LANGABHAT MEDICAL PRACTICE,S08000028,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,11
NHS Dumfries and Galloway,MULL OF GALLOWAY PRACTICE,S08000017,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,11
NHS Dumfries and Galloway,MULL OF GALLOWAY PRACTICE,S08000017,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,11
NHS Dumfries and Galloway,MULL OF GALLOWAY PRACTICE,S08000017,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,13
NHS Dumfries and Galloway,MULL OF GALLOWAY PRACTICE,S08000017,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,13
