quarter_date,hb_code,hb_name,loc_code,loc_name,measure,eps,los,avlos
30/06/2016,S08000024,NHS Lothian,S12000040,West Lothian,Transfers,2077,14203,6.838228214
30/09/2016,S08000024,NHS Lothian,S12000040,West Lothian,Transfers,2107,16161,7.670147129
31/12/2016,S08000024,NHS Lothian,S12000040,West Lothian,Transfers,2226,15144,6.803234501
31/03/2017,S08000024,NHS Lothian,S12000040,West Lothian,Transfers,2263,15866,7.011047282
30/06/2017,S08000024,NHS Lothian,S12000040,West Lothian,Transfers,2323,17148,7.381833836
30/09/2017,S08000024,NHS Lothian,S12000040,West Lothian,Transfers,2348,15124,6.441226576
31/12/2017,S08000024,NHS Lothian,S12000040,West Lothian,Transfers,2587,17548,6.783146502
31/03/2018,S08000024,NHS Lothian,S12000040,West Lothian,Transfers,2674,17719,6.626402393
30/06/2018,S08000024,NHS Lothian,S12000040,West Lothian,Transfers,2497,17419,6.975971165
30/09/2018,S08000024,NHS Lothian,S12000040,West Lothian,Transfers,2380,15703,6.59789916
31/12/2018,S08000024,NHS Lothian,S12000040,West Lothian,Transfers,2596,17863,6.880970724
31/12/2013,S08000025,NHS Orkney,S08000025,NHS Orkney,Transfers,167,709,4.245508982
31/03/2014,S08000025,NHS Orkney,S08000025,NHS Orkney,Transfers,172,951,5.529069767
30/06/2014,S08000025,NHS Orkney,S08000025,NHS Orkney,Transfers,284,2005,7.059859155
30/09/2014,S08000025,NHS Orkney,S08000025,NHS Orkney,Transfers,272,2425,8.915441176
31/12/2014,S08000025,NHS Orkney,S08000025,NHS Orkney,Transfers,230,1991,8.656521739
31/03/2015,S08000025,NHS Orkney,S08000025,NHS Orkney,Transfers,262,2842,10.84732824
30/06/2015,S08000025,NHS Orkney,S08000025,NHS Orkney,Transfers,234,1963,8.388888889
30/09/2015,S08000025,NHS Orkney,S08000025,NHS Orkney,Transfers,228,1807,7.925438596
31/12/2015,S08000025,NHS Orkney,S08000025,NHS Orkney,Transfers,278,2143,7.708633094
31/03/2016,S08000025,NHS Orkney,S08000025,NHS Orkney,Transfers,232,2054,8.853448276
30/06/2016,S08000025,NHS Orkney,S08000025,NHS Orkney,Transfers,217,2026,9.33640553
30/09/2016,S08000025,NHS Orkney,S08000025,NHS Orkney,Transfers,241,2197,9.116182573
31/12/2016,S08000025,NHS Orkney,S08000025,NHS Orkney,Transfers,250,2157,8.628
31/03/2017,S08000025,NHS Orkney,S08000025,NHS Orkney,Transfers,210,1904,9.066666667
30/06/2017,S08000025,NHS Orkney,S08000025,NHS Orkney,Transfers,189,1810,9.576719577
30/09/2017,S08000025,NHS Orkney,S08000025,NHS Orkney,Transfers,148,1371,9.263513514
31/12/2017,S08000025,NHS Orkney,S08000025,NHS Orkney,Transfers,229,1728,7.545851528
31/03/2018,S08000025,NHS Orkney,S08000025,NHS Orkney,Transfers,176,1432,8.136363636
30/06/2018,S08000025,NHS Orkney,S08000025,NHS Orkney,Transfers,220,1606,7.3
30/09/2018,S08000025,NHS Orkney,S08000025,NHS Orkney,Transfers,195,1898,9.733333333
31/12/2018,S08000025,NHS Orkney,S08000025,NHS Orkney,Transfers,243,1700,6.995884774
31/12/2013,S08000025,NHS Orkney,S12000023,Orkney Islands,Transfers,167,709,4.245508982
31/03/2014,S08000025,NHS Orkney,S12000023,Orkney Islands,Transfers,172,951,5.529069767
30/06/2014,S08000025,NHS Orkney,S12000023,Orkney Islands,Transfers,284,2005,7.059859155
30/09/2014,S08000025,NHS Orkney,S12000023,Orkney Islands,Transfers,272,2425,8.915441176
31/12/2014,S08000025,NHS Orkney,S12000023,Orkney Islands,Transfers,230,1991,8.656521739
31/03/2015,S08000025,NHS Orkney,S12000023,Orkney Islands,Transfers,262,2842,10.84732824
30/06/2015,S08000025,NHS Orkney,S12000023,Orkney Islands,Transfers,234,1963,8.388888889
30/09/2015,S08000025,NHS Orkney,S12000023,Orkney Islands,Transfers,228,1807,7.925438596
31/12/2015,S08000025,NHS Orkney,S12000023,Orkney Islands,Transfers,278,2143,7.708633094
31/03/2016,S08000025,NHS Orkney,S12000023,Orkney Islands,Transfers,232,2054,8.853448276
30/06/2016,S08000025,NHS Orkney,S12000023,Orkney Islands,Transfers,217,2026,9.33640553
30/09/2016,S08000025,NHS Orkney,S12000023,Orkney Islands,Transfers,241,2197,9.116182573
31/12/2016,S08000025,NHS Orkney,S12000023,Orkney Islands,Transfers,250,2157,8.628
31/03/2017,S08000025,NHS Orkney,S12000023,Orkney Islands,Transfers,210,1904,9.066666667
30/06/2017,S08000025,NHS Orkney,S12000023,Orkney Islands,Transfers,185,1784,9.643243243
30/09/2017,S08000025,NHS Orkney,S12000023,Orkney Islands,Transfers,148,1371,9.263513514
31/12/2017,S08000025,NHS Orkney,S12000023,Orkney Islands,Transfers,229,1728,7.545851528
31/03/2018,S08000025,NHS Orkney,S12000023,Orkney Islands,Transfers,176,1432,8.136363636
30/06/2018,S08000025,NHS Orkney,S12000023,Orkney Islands,Transfers,220,1606,7.3
30/09/2018,S08000025,NHS Orkney,S12000023,Orkney Islands,Transfers,195,1898,9.733333333
31/12/2018,S08000025,NHS Orkney,S12000023,Orkney Islands,Transfers,240,1695,7.0625
30/06/2017,S08000025,NHS Orkney,NA,Other,Transfers,5,26,5.2
31/12/2018,S08000025,NHS Orkney,NA,Other,Transfers,0,5,NA
31/12/2013,S08000026,NHS Shetland,S08000026,NHS Shetland,Transfers,100,1028,10.28
31/03/2014,S08000026,NHS Shetland,S08000026,NHS Shetland,Transfers,127,1106,8.708661417
30/06/2014,S08000026,NHS Shetland,S08000026,NHS Shetland,Transfers,121,1254,10.36363636
30/09/2014,S08000026,NHS Shetland,S08000026,NHS Shetland,Transfers,129,1266,9.813953488
31/12/2014,S08000026,NHS Shetland,S08000026,NHS Shetland,Transfers,119,1151,9.672268908
31/03/2015,S08000026,NHS Shetland,S08000026,NHS Shetland,Transfers,109,1425,13.0733945
30/06/2015,S08000026,NHS Shetland,S08000026,NHS Shetland,Transfers,98,1498,15.28571429
30/09/2015,S08000026,NHS Shetland,S08000026,NHS Shetland,Transfers,135,1655,12.25925926
31/12/2015,S08000026,NHS Shetland,S08000026,NHS Shetland,Transfers,132,940,7.121212121
31/03/2016,S08000026,NHS Shetland,S08000026,NHS Shetland,Transfers,153,1312,8.575163399
30/06/2016,S08000026,NHS Shetland,S08000026,NHS Shetland,Transfers,190,1703,8.963157895
30/09/2016,S08000026,NHS Shetland,S08000026,NHS Shetland,Transfers,130,1289,9.915384615
31/12/2016,S08000026,NHS Shetland,S08000026,NHS Shetland,Transfers,118,1190,10.08474576
31/03/2017,S08000026,NHS Shetland,S08000026,NHS Shetland,Transfers,128,1045,8.1640625
30/06/2017,S08000026,NHS Shetland,S08000026,NHS Shetland,Transfers,109,631,5.788990826
30/09/2017,S08000026,NHS Shetland,S08000026,NHS Shetland,Transfers,114,652,5.719298246
31/12/2017,S08000026,NHS Shetland,S08000026,NHS Shetland,Transfers,154,1085,7.045454545
31/03/2018,S08000026,NHS Shetland,S08000026,NHS Shetland,Transfers,108,759,7.027777778
30/06/2018,S08000026,NHS Shetland,S08000026,NHS Shetland,Transfers,145,948,6.537931034
30/09/2018,S08000026,NHS Shetland,S08000026,NHS Shetland,Transfers,115,771,6.704347826
31/12/2018,S08000026,NHS Shetland,S08000026,NHS Shetland,Transfers,124,1075,8.669354839
31/12/2013,S08000026,NHS Shetland,S12000027,Shetland Islands,Transfers,100,1028,10.28
31/03/2014,S08000026,NHS Shetland,S12000027,Shetland Islands,Transfers,127,1106,8.708661417
30/06/2014,S08000026,NHS Shetland,S12000027,Shetland Islands,Transfers,121,1254,10.36363636
30/09/2014,S08000026,NHS Shetland,S12000027,Shetland Islands,Transfers,129,1266,9.813953488
31/12/2014,S08000026,NHS Shetland,S12000027,Shetland Islands,Transfers,119,1151,9.672268908
31/03/2015,S08000026,NHS Shetland,S12000027,Shetland Islands,Transfers,109,1425,13.0733945
30/06/2015,S08000026,NHS Shetland,S12000027,Shetland Islands,Transfers,98,1498,15.28571429
30/09/2015,S08000026,NHS Shetland,S12000027,Shetland Islands,Transfers,135,1655,12.25925926
31/12/2015,S08000026,NHS Shetland,S12000027,Shetland Islands,Transfers,132,940,7.121212121
31/03/2016,S08000026,NHS Shetland,S12000027,Shetland Islands,Transfers,153,1312,8.575163399
30/06/2016,S08000026,NHS Shetland,S12000027,Shetland Islands,Transfers,190,1703,8.963157895
30/09/2016,S08000026,NHS Shetland,S12000027,Shetland Islands,Transfers,130,1289,9.915384615
31/12/2016,S08000026,NHS Shetland,S12000027,Shetland Islands,Transfers,118,1190,10.08474576
31/03/2017,S08000026,NHS Shetland,S12000027,Shetland Islands,Transfers,128,1045,8.1640625
30/06/2017,S08000026,NHS Shetland,S12000027,Shetland Islands,Transfers,109,631,5.788990826
30/09/2017,S08000026,NHS Shetland,S12000027,Shetland Islands,Transfers,114,652,5.719298246
31/12/2017,S08000026,NHS Shetland,S12000027,Shetland Islands,Transfers,154,1085,7.045454545
31/03/2018,S08000026,NHS Shetland,S12000027,Shetland Islands,Transfers,108,759,7.027777778
30/06/2018,S08000026,NHS Shetland,S12000027,Shetland Islands,Transfers,145,948,6.537931034
30/09/2018,S08000026,NHS Shetland,S12000027,Shetland Islands,Transfers,116,771,6.646551724
31/12/2018,S08000026,NHS Shetland,S12000027,Shetland Islands,Transfers,124,1075,8.669354839
31/12/2013,S08000030,NHS Tayside,S12000041,Angus,Transfers,1425,12110,8.498245614
31/03/2014,S08000030,NHS Tayside,S12000041,Angus,Transfers,1423,11429,8.031623331
30/06/2014,S08000030,NHS Tayside,S12000041,Angus,Transfers,1409,12564,8.916962385
30/09/2014,S08000030,NHS Tayside,S12000041,Angus,Transfers,1464,13011,8.887295082
31/12/2014,S08000030,NHS Tayside,S12000041,Angus,Transfers,1390,11208,8.063309353
31/03/2015,S08000030,NHS Tayside,S12000041,Angus,Transfers,1421,11817,8.315974666
30/06/2015,S08000030,NHS Tayside,S12000041,Angus,Transfers,1421,12083,8.503166784
30/09/2015,S08000030,NHS Tayside,S12000041,Angus,Transfers,1600,12085,7.553125
31/12/2015,S08000030,NHS Tayside,S12000041,Angus,Transfers,1680,13930,8.291666667
31/03/2016,S08000030,NHS Tayside,S12000041,Angus,Transfers,1742,14075,8.079793341
30/06/2016,S08000030,NHS Tayside,S12000041,Angus,Transfers,1678,12110,7.216924911
30/09/2016,S08000030,NHS Tayside,S12000041,Angus,Transfers,1767,12203,6.906055461
31/12/2016,S08000030,NHS Tayside,S12000041,Angus,Transfers,1765,12390,7.019830028
31/03/2017,S08000030,NHS Tayside,S12000041,Angus,Transfers,1802,14495,8.043840178
30/06/2017,S08000030,NHS Tayside,S12000041,Angus,Transfers,1835,13438,7.323160763
30/09/2017,S08000030,NHS Tayside,S12000041,Angus,Transfers,1615,11736,7.266873065
31/12/2017,S08000030,NHS Tayside,S12000041,Angus,Transfers,1530,12358,8.077124183
31/03/2018,S08000030,NHS Tayside,S12000041,Angus,Transfers,1675,13811,8.245373134
30/06/2018,S08000030,NHS Tayside,S12000041,Angus,Transfers,1380,11722,8.494202899
30/09/2018,S08000030,NHS Tayside,S12000041,Angus,Transfers,1320,10343,7.835606061
31/12/2018,S08000030,NHS Tayside,S12000041,Angus,Transfers,1395,10428,7.475268817
31/12/2013,S08000030,NHS Tayside,S12000042,Dundee City,Transfers,2029,19005,9.366683095
31/03/2014,S08000030,NHS Tayside,S12000042,Dundee City,Transfers,2080,19146,9.204807692
30/06/2014,S08000030,NHS Tayside,S12000042,Dundee City,Transfers,2147,19946,9.290172333
30/09/2014,S08000030,NHS Tayside,S12000042,Dundee City,Transfers,2193,18312,8.350205198
31/12/2014,S08000030,NHS Tayside,S12000042,Dundee City,Transfers,2124,19258,9.066854991
31/03/2015,S08000030,NHS Tayside,S12000042,Dundee City,Transfers,2238,21719,9.704647006
30/06/2015,S08000030,NHS Tayside,S12000042,Dundee City,Transfers,2117,20128,9.507794048
30/09/2015,S08000030,NHS Tayside,S12000042,Dundee City,Transfers,2246,18892,8.411398041
31/12/2015,S08000030,NHS Tayside,S12000042,Dundee City,Transfers,2470,21619,8.752631579
31/03/2016,S08000030,NHS Tayside,S12000042,Dundee City,Transfers,2699,22054,8.171174509
30/06/2016,S08000030,NHS Tayside,S12000042,Dundee City,Transfers,2544,21232,8.34591195
30/09/2016,S08000030,NHS Tayside,S12000042,Dundee City,Transfers,2412,20247,8.394278607
31/12/2016,S08000030,NHS Tayside,S12000042,Dundee City,Transfers,2513,20462,8.142459212
31/03/2017,S08000030,NHS Tayside,S12000042,Dundee City,Transfers,2478,19534,7.882970137
30/06/2017,S08000030,NHS Tayside,S12000042,Dundee City,Transfers,2505,19813,7.909381238
30/09/2017,S08000030,NHS Tayside,S12000042,Dundee City,Transfers,2333,18634,7.98714102
31/12/2017,S08000030,NHS Tayside,S12000042,Dundee City,Transfers,2209,18769,8.496604799
31/03/2018,S08000030,NHS Tayside,S12000042,Dundee City,Transfers,2220,18884,8.506306306
30/06/2018,S08000030,NHS Tayside,S12000042,Dundee City,Transfers,1952,17192,8.807377049
30/09/2018,S08000030,NHS Tayside,S12000042,Dundee City,Transfers,1952,16453,8.428790984
31/12/2018,S08000030,NHS Tayside,S12000042,Dundee City,Transfers,2050,16547,8.071707317
31/12/2013,S08000030,NHS Tayside,S08000030,NHS Tayside,Transfers,4908,43765,8.917074165
31/03/2014,S08000030,NHS Tayside,S08000030,NHS Tayside,Transfers,5015,42022,8.379262213
30/06/2014,S08000030,NHS Tayside,S08000030,NHS Tayside,Transfers,4932,44650,9.053122466
30/09/2014,S08000030,NHS Tayside,S08000030,NHS Tayside,Transfers,5041,42159,8.363221583
31/12/2014,S08000030,NHS Tayside,S08000030,NHS Tayside,Transfers,4979,42816,8.599317132
31/03/2015,S08000030,NHS Tayside,S08000030,NHS Tayside,Transfers,5095,45705,8.970559372
30/06/2015,S08000030,NHS Tayside,S08000030,NHS Tayside,Transfers,5050,45274,8.965148515
30/09/2015,S08000030,NHS Tayside,S08000030,NHS Tayside,Transfers,5446,43876,8.05655527
31/12/2015,S08000030,NHS Tayside,S08000030,NHS Tayside,Transfers,5872,50022,8.51873297
31/03/2016,S08000030,NHS Tayside,S08000030,NHS Tayside,Transfers,6303,49342,7.828335713
30/06/2016,S08000030,NHS Tayside,S08000030,NHS Tayside,Transfers,6023,47269,7.848082351
30/09/2016,S08000030,NHS Tayside,S08000030,NHS Tayside,Transfers,5897,44973,7.626420214
31/12/2016,S08000030,NHS Tayside,S08000030,NHS Tayside,Transfers,6165,47503,7.705271695
31/03/2017,S08000030,NHS Tayside,S08000030,NHS Tayside,Transfers,6066,46257,7.6256182
30/06/2017,S08000030,NHS Tayside,S08000030,NHS Tayside,Transfers,6127,45943,7.498449486
30/09/2017,S08000030,NHS Tayside,S08000030,NHS Tayside,Transfers,5742,41053,7.149599443
31/12/2017,S08000030,NHS Tayside,S08000030,NHS Tayside,Transfers,5646,42858,7.590860786
31/03/2018,S08000030,NHS Tayside,S08000030,NHS Tayside,Transfers,5824,45074,7.739354396
30/06/2018,S08000030,NHS Tayside,S08000030,NHS Tayside,Transfers,5074,39695,7.823216397
30/09/2018,S08000030,NHS Tayside,S08000030,NHS Tayside,Transfers,5041,38148,7.567546122
31/12/2018,S08000030,NHS Tayside,S08000030,NHS Tayside,Transfers,5447,39664,7.281806499
31/12/2013,S08000030,NHS Tayside,NA,Other,Transfers,0,5,NA
30/06/2014,S08000030,NHS Tayside,NA,Other,Transfers,0,221,NA
30/09/2015,S08000030,NHS Tayside,NA,Other,Transfers,0,0,NA
31/12/2015,S08000030,NHS Tayside,NA,Other,Transfers,0,10,NA
31/12/2016,S08000030,NHS Tayside,NA,Other,Transfers,0,10,NA
30/09/2017,S08000030,NHS Tayside,NA,Other,Transfers,0,15,NA
31/12/2017,S08000030,NHS Tayside,NA,Other,Transfers,5,95,19
31/03/2018,S08000030,NHS Tayside,NA,Other,Transfers,5,188,37.6
30/06/2018,S08000030,NHS Tayside,NA,Other,Transfers,5,58,11.6
30/09/2018,S08000030,NHS Tayside,NA,Other,Transfers,15,77,5.133333333
31/12/2018,S08000030,NHS Tayside,NA,Other,Transfers,10,91,9.1
31/12/2013,S08000030,NHS Tayside,S12000048,Perth & Kinross,Transfers,1451,12645,8.714679531
31/03/2014,S08000030,NHS Tayside,S12000048,Perth & Kinross,Transfers,1512,11447,7.570767196
30/06/2014,S08000030,NHS Tayside,S12000048,Perth & Kinross,Transfers,1375,11919,8.668363636
30/09/2014,S08000030,NHS Tayside,S12000048,Perth & Kinross,Transfers,1384,10836,7.829479769
31/12/2014,S08000030,NHS Tayside,S12000048,Perth & Kinross,Transfers,1465,12350,8.43003413
31/03/2015,S08000030,NHS Tayside,S12000048,Perth & Kinross,Transfers,1436,12169,8.474233983
30/06/2015,S08000030,NHS Tayside,S12000048,Perth & Kinross,Transfers,1512,13063,8.639550265
30/09/2015,S08000030,NHS Tayside,S12000048,Perth & Kinross,Transfers,1600,12897,8.060625
31/12/2015,S08000030,NHS Tayside,S12000048,Perth & Kinross,Transfers,1720,14465,8.409883721
31/03/2016,S08000030,NHS Tayside,S12000048,Perth & Kinross,Transfers,1862,13213,7.09613319
30/06/2016,S08000030,NHS Tayside,S12000048,Perth & Kinross,Transfers,1801,13927,7.732926152
30/09/2016,S08000030,NHS Tayside,S12000048,Perth & Kinross,Transfers,1718,12523,7.289289872
31/12/2016,S08000030,NHS Tayside,S12000048,Perth & Kinross,Transfers,1887,14645,7.76099629
31/03/2017,S08000030,NHS Tayside,S12000048,Perth & Kinross,Transfers,1786,12228,6.846584546
30/06/2017,S08000030,NHS Tayside,S12000048,Perth & Kinross,Transfers,1787,12692,7.102406267
30/09/2017,S08000030,NHS Tayside,S12000048,Perth & Kinross,Transfers,1792,10668,5.953125
31/12/2017,S08000030,NHS Tayside,S12000048,Perth & Kinross,Transfers,1904,11636,6.111344538
31/03/2018,S08000030,NHS Tayside,S12000048,Perth & Kinross,Transfers,1923,12191,6.339573583
30/06/2018,S08000030,NHS Tayside,S12000048,Perth & Kinross,Transfers,1735,10723,6.180403458
30/09/2018,S08000030,NHS Tayside,S12000048,Perth & Kinross,Transfers,1755,11275,6.424501425
31/12/2018,S08000030,NHS Tayside,S12000048,Perth & Kinross,Transfers,1993,12598,6.321123934
31/12/2013,S08000028,NHS Western Isles,S12000013,Na h-Eileanan Siar,Transfers,422,3213,7.613744076
31/03/2014,S08000028,NHS Western Isles,S12000013,Na h-Eileanan Siar,Transfers,398,4684,11.76884422
30/06/2014,S08000028,NHS Western Isles,S12000013,Na h-Eileanan Siar,Transfers,390,4101,10.51538462
30/09/2014,S08000028,NHS Western Isles,S12000013,Na h-Eileanan Siar,Transfers,376,3487,9.27393617
31/12/2014,S08000028,NHS Western Isles,S12000013,Na h-Eileanan Siar,Transfers,459,3984,8.679738562
31/03/2015,S08000028,NHS Western Isles,S12000013,Na h-Eileanan Siar,Transfers,446,4976,11.15695067
30/06/2015,S08000028,NHS Western Isles,S12000013,Na h-Eileanan Siar,Transfers,479,4612,9.628392484
30/09/2015,S08000028,NHS Western Isles,S12000013,Na h-Eileanan Siar,Transfers,477,4475,9.381551363
31/12/2015,S08000028,NHS Western Isles,S12000013,Na h-Eileanan Siar,Transfers,481,5873,12.20997921
31/03/2016,S08000028,NHS Western Isles,S12000013,Na h-Eileanan Siar,Transfers,525,4129,7.864761905
30/06/2016,S08000028,NHS Western Isles,S12000013,Na h-Eileanan Siar,Transfers,474,3545,7.478902954
30/09/2016,S08000028,NHS Western Isles,S12000013,Na h-Eileanan Siar,Transfers,456,4144,9.087719298
31/12/2016,S08000028,NHS Western Isles,S12000013,Na h-Eileanan Siar,Transfers,468,4773,10.19871795
31/03/2017,S08000028,NHS Western Isles,S12000013,Na h-Eileanan Siar,Transfers,477,5132,10.75890985
30/06/2017,S08000028,NHS Western Isles,S12000013,Na h-Eileanan Siar,Transfers,462,3893,8.426406926
30/09/2017,S08000028,NHS Western Isles,S12000013,Na h-Eileanan Siar,Transfers,427,3330,7.798594848
31/12/2017,S08000028,NHS Western Isles,S12000013,Na h-Eileanan Siar,Transfers,590,3875,6.56779661
31/03/2018,S08000028,NHS Western Isles,S12000013,Na h-Eileanan Siar,Transfers,634,4339,6.84384858
30/06/2018,S08000028,NHS Western Isles,S12000013,Na h-Eileanan Siar,Transfers,576,3892,6.756944444
30/09/2018,S08000028,NHS Western Isles,S12000013,Na h-Eileanan Siar,Transfers,592,3728,6.297297297
31/12/2018,S08000028,NHS Western Isles,S12000013,Na h-Eileanan Siar,Transfers,515,4100,7.961165049
31/12/2013,S08000028,NHS Western Isles,S08000028,NHS Western Isles,Transfers,422,3213,7.613744076
31/03/2014,S08000028,NHS Western Isles,S08000028,NHS Western Isles,Transfers,398,4684,11.76884422
30/06/2014,S08000028,NHS Western Isles,S08000028,NHS Western Isles,Transfers,390,4101,10.51538462
30/09/2014,S08000028,NHS Western Isles,S08000028,NHS Western Isles,Transfers,376,3487,9.27393617
31/12/2014,S08000028,NHS Western Isles,S08000028,NHS Western Isles,Transfers,459,3984,8.679738562
31/03/2015,S08000028,NHS Western Isles,S08000028,NHS Western Isles,Transfers,446,4976,11.15695067
30/06/2015,S08000028,NHS Western Isles,S08000028,NHS Western Isles,Transfers,479,4612,9.628392484
30/09/2015,S08000028,NHS Western Isles,S08000028,NHS Western Isles,Transfers,477,4475,9.381551363
31/12/2015,S08000028,NHS Western Isles,S08000028,NHS Western Isles,Transfers,481,5873,12.20997921
31/03/2016,S08000028,NHS Western Isles,S08000028,NHS Western Isles,Transfers,525,4129,7.864761905
30/06/2016,S08000028,NHS Western Isles,S08000028,NHS Western Isles,Transfers,474,3545,7.478902954
30/09/2016,S08000028,NHS Western Isles,S08000028,NHS Western Isles,Transfers,456,4144,9.087719298
31/12/2016,S08000028,NHS Western Isles,S08000028,NHS Western Isles,Transfers,468,4773,10.19871795
31/03/2017,S08000028,NHS Western Isles,S08000028,NHS Western Isles,Transfers,477,5132,10.75890985
30/06/2017,S08000028,NHS Western Isles,S08000028,NHS Western Isles,Transfers,462,3893,8.426406926
30/09/2017,S08000028,NHS Western Isles,S08000028,NHS Western Isles,Transfers,427,3330,7.798594848
31/12/2017,S08000028,NHS Western Isles,S08000028,NHS Western Isles,Transfers,590,3875,6.56779661
31/03/2018,S08000028,NHS Western Isles,S08000028,NHS Western Isles,Transfers,634,4339,6.84384858
30/06/2018,S08000028,NHS Western Isles,S08000028,NHS Western Isles,Transfers,576,3892,6.756944444
30/09/2018,S08000028,NHS Western Isles,S08000028,NHS Western Isles,Transfers,592,3728,6.297297297
31/12/2018,S08000028,NHS Western Isles,S08000028,NHS Western Isles,Transfers,518,4099,7.913127413
31/12/2018,S08000028,NHS Western Isles,NA,Other,Transfers,0,0,NA
31/12/2013,RA2701,Other,RA2701,Other,Transfers,25,108,4.32
31/12/2013,RA2702,Other,RA2702,Other,Transfers,289,1339,4.633217993
31/12/2013,RA2703,Other,RA2703,Other,Transfers,54,315,5.833333333
31/12/2013,RA2704,Other,RA2704,Other,Transfers,57,417,7.315789474
31/12/2013,RA2701,Other,NA,Other,Transfers,25,108,4.32
31/12/2013,RA2702,Other,NA,Other,Transfers,289,1339,4.633217993
31/12/2013,RA2703,Other,NA,Other,Transfers,54,315,5.833333333
31/12/2013,RA2704,Other,NA,Other,Transfers,57,417,7.315789474
31/03/2014,RA2701,Other,RA2701,Other,Transfers,5,18,3.6
31/03/2014,RA2702,Other,RA2702,Other,Transfers,257,1403,5.459143969
31/03/2014,RA2703,Other,RA2703,Other,Transfers,40,341,8.525
31/03/2014,RA2704,Other,RA2704,Other,Transfers,69,310,4.492753623
31/03/2014,RA2701,Other,NA,Other,Transfers,5,18,3.6
31/03/2014,RA2702,Other,NA,Other,Transfers,257,1403,5.459143969
31/03/2014,RA2703,Other,NA,Other,Transfers,41,341,8.317073171
31/03/2014,RA2704,Other,NA,Other,Transfers,69,310,4.492753623
30/06/2014,RA2701,Other,RA2701,Other,Transfers,20,121,6.05
30/06/2014,RA2702,Other,RA2702,Other,Transfers,415,1679,4.045783133
30/06/2014,RA2703,Other,RA2703,Other,Transfers,122,710,5.819672131
30/06/2014,RA2704,Other,RA2704,Other,Transfers,38,183,4.815789474
30/06/2014,RA2701,Other,NA,Other,Transfers,20,121,6.05
30/06/2014,RA2702,Other,NA,Other,Transfers,415,1679,4.045783133
30/06/2014,RA2703,Other,NA,Other,Transfers,122,710,5.819672131
30/06/2014,RA2704,Other,NA,Other,Transfers,38,183,4.815789474
30/09/2014,RA2701,Other,RA2701,Other,Transfers,10,94,9.4
30/09/2014,RA2702,Other,RA2702,Other,Transfers,511,2141,4.189823875
30/09/2014,RA2703,Other,RA2703,Other,Transfers,201,901,4.482587065
30/09/2014,RA2704,Other,RA2704,Other,Transfers,75,292,3.893333333
30/09/2014,RA2701,Other,NA,Other,Transfers,10,94,9.4
30/09/2014,RA2702,Other,NA,Other,Transfers,511,2141,4.189823875
30/09/2014,RA2703,Other,NA,Other,Transfers,201,901,4.482587065
30/09/2014,RA2704,Other,NA,Other,Transfers,75,292,3.893333333
31/12/2014,RA2701,Other,RA2701,Other,Transfers,15,52,3.466666667
31/12/2014,RA2702,Other,RA2702,Other,Transfers,380,1936,5.094736842
31/12/2014,RA2703,Other,RA2703,Other,Transfers,50,298,5.96
31/12/2014,RA2704,Other,RA2704,Other,Transfers,61,209,3.426229508
31/12/2014,RA2701,Other,NA,Other,Transfers,15,52,3.466666667
31/12/2014,RA2702,Other,NA,Other,Transfers,380,1936,5.094736842
31/12/2014,RA2703,Other,NA,Other,Transfers,48,298,6.208333333
31/12/2014,RA2704,Other,NA,Other,Transfers,61,209,3.426229508
31/03/2015,RA2701,Other,RA2701,Other,Transfers,20,65,3.25
31/03/2015,RA2702,Other,RA2702,Other,Transfers,300,1558,5.193333333
31/03/2015,RA2703,Other,RA2703,Other,Transfers,64,574,8.96875
31/03/2015,RA2704,Other,RA2704,Other,Transfers,44,185,4.204545455
31/03/2015,RA2701,Other,NA,Other,Transfers,20,65,3.25
31/03/2015,RA2702,Other,NA,Other,Transfers,300,1558,5.193333333
31/03/2015,RA2703,Other,NA,Other,Transfers,64,574,8.96875
31/03/2015,RA2704,Other,NA,Other,Transfers,44,185,4.204545455
30/06/2015,RA2701,Other,RA2701,Other,Transfers,20,77,3.85
30/06/2015,RA2702,Other,RA2702,Other,Transfers,406,2217,5.460591133
30/06/2015,RA2703,Other,RA2703,Other,Transfers,160,621,3.88125
30/06/2015,RA2704,Other,RA2704,Other,Transfers,75,369,4.92
30/06/2015,RA2701,Other,NA,Other,Transfers,20,77,3.85
30/06/2015,RA2702,Other,NA,Other,Transfers,406,2217,5.460591133
30/06/2015,RA2703,Other,NA,Other,Transfers,160,621,3.88125
30/06/2015,RA2704,Other,NA,Other,Transfers,77,369,4.792207792
30/09/2015,RA2701,Other,RA2701,Other,Transfers,25,46,1.84
30/09/2015,RA2702,Other,RA2702,Other,Transfers,570,2380,4.175438596
30/09/2015,RA2703,Other,RA2703,Other,Transfers,232,790,3.405172414
30/09/2015,RA2704,Other,RA2704,Other,Transfers,103,388,3.766990291
30/09/2015,RA2701,Other,NA,Other,Transfers,25,46,1.84
30/09/2015,RA2702,Other,NA,Other,Transfers,570,2380,4.175438596
30/09/2015,RA2703,Other,NA,Other,Transfers,232,790,3.405172414
30/09/2015,RA2704,Other,NA,Other,Transfers,103,388,3.766990291
31/12/2015,RA2701,Other,RA2701,Other,Transfers,36,157,4.361111111
31/12/2015,RA2702,Other,RA2702,Other,Transfers,352,1646,4.676136364
31/12/2015,RA2703,Other,RA2703,Other,Transfers,91,393,4.318681319
