hb_name,hb_code,loc_name,loc_code,measure,sex,age,quarter_date,avlos,los,stays
Grand Combin,Grand Combin,Ashy Storm-Petrel,Oceanodroma homochroa,All Daycases,Female,60-69,2018-04-01,4,51,6102
Grand Combin,Grand Combin,Ashy Storm-Petrel,Oceanodroma homochroa,All Daycases,Female,60-69,2018-07-01,4,52,7012
Grand Combin,Grand Combin,Ashy Storm-Petrel,Oceanodroma homochroa,All Daycases,Female,60-69,2018-10-01,4,45,6875
Grand Combin,Grand Combin,Short-tailed Albatross,Phoebastria albatrus,Emergency Inpatients,Male,70-79,2018-04-01,69,54770,8061
Grand Combin,Grand Combin,Short-tailed Albatross,Phoebastria albatrus,Emergency Inpatients,Male,70-79,2018-07-01,65,57290,8461
Grand Combin,Grand Combin,Short-tailed Albatross,Phoebastria albatrus,Emergency Inpatients,Male,70-79,2018-10-01,68,61173,7795
Dykh-Tau,Dykh-Tau,Horned Grebe,Podiceps auritus,Emergency Inpatients,Female,40-49,2018-04-01,3,174,59
Dykh-Tau,Dykh-Tau,Horned Grebe,Podiceps auritus,Emergency Inpatients,Female,40-49,2018-07-01,6,181,59
Dykh-Tau,Dykh-Tau,Horned Grebe,Podiceps auritus,Emergency Inpatients,Female,40-49,2018-10-01,5,175,55
Rimpfischhorn,Rimpfischhorn,White-chinned Petrel,Procellaria aequinoctialis,Emergency Inpatients,Female,70-79,2018-04-01,46,42073,4179
Rimpfischhorn,Rimpfischhorn,White-chinned Petrel,Procellaria aequinoctialis,Emergency Inpatients,Female,70-79,2018-07-01,46,36373,3689
Rimpfischhorn,Rimpfischhorn,White-chinned Petrel,Procellaria aequinoctialis,Emergency Inpatients,Female,70-79,2018-10-01,50,40828,4172
Grandes Jorasses,Grandes Jorasses,Band-rumped Storm-Petrel,Oceanodroma castro,Elective Inpatients,Female,70-79,2018-04-01,12,2532,814
Grandes Jorasses,Grandes Jorasses,Band-rumped Storm-Petrel,Oceanodroma castro,Elective Inpatients,Female,70-79,2018-07-01,12,2804,764
Grandes Jorasses,Grandes Jorasses,Band-rumped Storm-Petrel,Oceanodroma castro,Elective Inpatients,Female,70-79,2018-10-01,12,2932,783
Monte Rosa,Monte Rosa,Pink-footed Shearwater,Puffinus creatopus,Emergency Inpatients,Male,30-39,2018-04-01,9,618,154
Monte Rosa,Monte Rosa,Pink-footed Shearwater,Puffinus creatopus,Emergency Inpatients,Male,30-39,2018-07-01,7,605,149
Monte Rosa,Monte Rosa,Pink-footed Shearwater,Puffinus creatopus,Emergency Inpatients,Male,30-39,2018-10-01,4,566,165
Shkhara,Shkhara,Common Loon,Gavia immer,Emergency Inpatients,Female,90+,2018-04-01,37,6842,187
Shkhara,Shkhara,Common Loon,Gavia immer,Emergency Inpatients,Female,90+,2018-07-01,40,6806,201
Shkhara,Shkhara,Common Loon,Gavia immer,Emergency Inpatients,Female,90+,2018-10-01,41,6886,208
Grandes Jorasses,Grandes Jorasses,Western Grebe,Aechmophorus occidentalis,Emergency Inpatients,Female,60-69,2018-04-01,26,15999,3078
Grandes Jorasses,Grandes Jorasses,Western Grebe,Aechmophorus occidentalis,Emergency Inpatients,Female,60-69,2018-07-01,25,15597,3261
Grandes Jorasses,Grandes Jorasses,Western Grebe,Aechmophorus occidentalis,Emergency Inpatients,Female,60-69,2018-10-01,23,15509,2738
Koshtan-Tau,Koshtan-Tau,Herald Petrel,Pterodroma arminjoniana,All Daycases,Female,80-89,2018-04-01,5,166,6995
Koshtan-Tau,Koshtan-Tau,Herald Petrel,Pterodroma arminjoniana,All Daycases,Female,80-89,2018-07-01,3,156,7452
Koshtan-Tau,Koshtan-Tau,Herald Petrel,Pterodroma arminjoniana,All Daycases,Female,80-89,2018-10-01,6,166,6619
Dom,Dom,European Storm-Petrel,Hydrobates pelagicus,All Daycases,Male,50-59,2018-04-01,7,3,442
Dom,Dom,European Storm-Petrel,Hydrobates pelagicus,All Daycases,Male,50-59,2018-07-01,0,8,450
Dom,Dom,European Storm-Petrel,Hydrobates pelagicus,All Daycases,Male,50-59,2018-10-01,3,8,408
Dykh-Tau,Dykh-Tau,Arctic Loon,Gavia arctica,All Daycases,Female,70-79,2018-04-01,2,3,88
Dykh-Tau,Dykh-Tau,Arctic Loon,Gavia arctica,All Daycases,Female,70-79,2018-07-01,0,2,88
Dykh-Tau,Dykh-Tau,Arctic Loon,Gavia arctica,All Daycases,Female,70-79,2018-10-01,7,1,99
Dom,Dom,Herald Petrel,Pterodroma arminjoniana,Emergency Inpatients,Male,70-79,2018-04-01,17,5927,642
Dom,Dom,Herald Petrel,Pterodroma arminjoniana,Emergency Inpatients,Male,70-79,2018-07-01,18,6063,660
Dom,Dom,Herald Petrel,Pterodroma arminjoniana,Emergency Inpatients,Male,70-79,2018-10-01,17,6754,678
Finsteraarhorn,Finsteraarhorn,Laysan Albatross,Phoebastria immutabilis,All Daycases,Female,90+,2018-04-01,2,6,122
Finsteraarhorn,Finsteraarhorn,Laysan Albatross,Phoebastria immutabilis,All Daycases,Female,90+,2018-07-01,0,8,115
Finsteraarhorn,Finsteraarhorn,Laysan Albatross,Phoebastria immutabilis,All Daycases,Female,90+,2018-10-01,2,0,117
Dom,Dom,European Storm-Petrel,Hydrobates pelagicus,Elective Inpatients,Male,10-19,2018-04-01,6,26,20
Dom,Dom,European Storm-Petrel,Hydrobates pelagicus,Elective Inpatients,Male,10-19,2018-07-01,0,26,20
Dom,Dom,European Storm-Petrel,Hydrobates pelagicus,Elective Inpatients,Male,10-19,2018-10-01,8,26,22
Elbrus,Elbrus,Cory's Shearwater,Calonectris diomedea,Elective Inpatients,Female,50-59,2018-04-01,3,36,24
Elbrus,Elbrus,Cory's Shearwater,Calonectris diomedea,Elective Inpatients,Female,50-59,2018-07-01,3,33,21
Elbrus,Elbrus,Cory's Shearwater,Calonectris diomedea,Elective Inpatients,Female,50-59,2018-10-01,6,37,23
Rimpfischhorn,Rimpfischhorn,White-chinned Petrel,Procellaria aequinoctialis,Emergency Inpatients,Female,40-49,2018-04-01,24,9017,1959
Rimpfischhorn,Rimpfischhorn,White-chinned Petrel,Procellaria aequinoctialis,Emergency Inpatients,Female,40-49,2018-07-01,24,8302,1743
Rimpfischhorn,Rimpfischhorn,White-chinned Petrel,Procellaria aequinoctialis,Emergency Inpatients,Female,40-49,2018-10-01,22,8973,1929
Finsteraarhorn,Finsteraarhorn,Black-capped Petrel,Pterodroma hasitata,Emergency Inpatients,Male,90+,2018-04-01,52,3742,126
Finsteraarhorn,Finsteraarhorn,Black-capped Petrel,Pterodroma hasitata,Emergency Inpatients,Male,90+,2018-07-01,55,3497,126
Finsteraarhorn,Finsteraarhorn,Black-capped Petrel,Pterodroma hasitata,Emergency Inpatients,Male,90+,2018-10-01,54,3362,134
Grand Combin,Grand Combin,Pacific Loon,Gavia pacifica,All Daycases,Male,10-19,2018-04-01,2,9,832
Grand Combin,Grand Combin,Pacific Loon,Gavia pacifica,All Daycases,Male,10-19,2018-07-01,0,0,903
Grand Combin,Grand Combin,Pacific Loon,Gavia pacifica,All Daycases,Male,10-19,2018-10-01,9,0,768
Mont Blanc,Mont Blanc,Audubon's Shearwater,Puffinus lherminieri,Elective Inpatients,Female,90+,2018-04-01,15,839,62
Mont Blanc,Mont Blanc,Audubon's Shearwater,Puffinus lherminieri,Elective Inpatients,Female,90+,2018-07-01,15,878,56
Mont Blanc,Mont Blanc,Audubon's Shearwater,Puffinus lherminieri,Elective Inpatients,Female,90+,2018-10-01,14,740,65
Grandes Jorasses,Grandes Jorasses,Eared Grebe,Podiceps nigricollis,Emergency Inpatients,Male,80-89,2018-04-01,40,21989,1800
Grandes Jorasses,Grandes Jorasses,Eared Grebe,Podiceps nigricollis,Emergency Inpatients,Male,80-89,2018-07-01,40,20892,1994
Grandes Jorasses,Grandes Jorasses,Eared Grebe,Podiceps nigricollis,Emergency Inpatients,Male,80-89,2018-10-01,36,24364,1821
Grand Combin,Grand Combin,Pacific Loon,Gavia pacifica,Emergency Inpatients,Female,10-19,2018-04-01,17,2530,1100
Grand Combin,Grand Combin,Pacific Loon,Gavia pacifica,Emergency Inpatients,Female,10-19,2018-07-01,17,2585,1183
Grand Combin,Grand Combin,Pacific Loon,Gavia pacifica,Emergency Inpatients,Female,10-19,2018-10-01,16,2327,982
Rimpfischhorn,Rimpfischhorn,Leach's Storm-Petrel,Oceanodroma leucorhoa,All Daycases,Male,50-59,2018-04-01,4,16,2568
Rimpfischhorn,Rimpfischhorn,Leach's Storm-Petrel,Oceanodroma leucorhoa,All Daycases,Male,50-59,2018-07-01,9,16,2106
Rimpfischhorn,Rimpfischhorn,Leach's Storm-Petrel,Oceanodroma leucorhoa,All Daycases,Male,50-59,2018-10-01,0,16,2195
Dykh-Tau,Dykh-Tau,White-faced Storm-Petrel,Pelagodroma marina,All Daycases,Male,70-79,2018-04-01,6,5,95
Dykh-Tau,Dykh-Tau,White-faced Storm-Petrel,Pelagodroma marina,All Daycases,Male,70-79,2018-07-01,1,4,92
Dykh-Tau,Dykh-Tau,White-faced Storm-Petrel,Pelagodroma marina,All Daycases,Male,70-79,2018-10-01,1,2,86
Shkhara,Shkhara,Stejneger's Petrel,Pterodroma longirostris,All Daycases,Female,70-79,2018-04-01,3,21,1262
Shkhara,Shkhara,Stejneger's Petrel,Pterodroma longirostris,All Daycases,Female,70-79,2018-07-01,0,19,1195
Shkhara,Shkhara,Stejneger's Petrel,Pterodroma longirostris,All Daycases,Female,70-79,2018-10-01,3,21,1211
Dykh-Tau,Dykh-Tau,Manx Shearwater,Puffinus puffinus,All Daycases,Female,90+,2018-04-01,1,1,12
Dykh-Tau,Dykh-Tau,Manx Shearwater,Puffinus puffinus,All Daycases,Female,90+,2018-07-01,3,1,12
Dykh-Tau,Dykh-Tau,Manx Shearwater,Puffinus puffinus,All Daycases,Female,90+,2018-10-01,1,7,11
Mont Blanc,Mont Blanc,White-chinned Petrel,Procellaria aequinoctialis,Elective Inpatients,Male,80-89,2018-04-01,12,2161,293
Mont Blanc,Mont Blanc,White-chinned Petrel,Procellaria aequinoctialis,Elective Inpatients,Male,80-89,2018-07-01,13,2173,268
Mont Blanc,Mont Blanc,White-chinned Petrel,Procellaria aequinoctialis,Elective Inpatients,Male,80-89,2018-10-01,13,2377,277
Grand Combin,Grand Combin,Yellow-billed Loon,Gavia adamsii,All Daycases,Female,30-39,2018-04-01,6,4,2396
Grand Combin,Grand Combin,Yellow-billed Loon,Gavia adamsii,All Daycases,Female,30-39,2018-07-01,4,1,2315
Grand Combin,Grand Combin,Yellow-billed Loon,Gavia adamsii,All Daycases,Female,30-39,2018-10-01,5,5,2425
Rimpfischhorn,Rimpfischhorn,White-faced Storm-Petrel,Pelagodroma marina,Elective Inpatients,Female,50-59,2018-04-01,11,1830,769
Rimpfischhorn,Rimpfischhorn,White-faced Storm-Petrel,Pelagodroma marina,Elective Inpatients,Female,50-59,2018-07-01,11,1863,779
Rimpfischhorn,Rimpfischhorn,White-faced Storm-Petrel,Pelagodroma marina,Elective Inpatients,Female,50-59,2018-10-01,11,2001,669
Dom,Dom,Western Grebe,Aechmophorus occidentalis,All Daycases,Male,70-79,2018-04-01,9,4,597
Dom,Dom,Western Grebe,Aechmophorus occidentalis,All Daycases,Male,70-79,2018-07-01,3,9,597
Dom,Dom,Western Grebe,Aechmophorus occidentalis,All Daycases,Male,70-79,2018-10-01,7,7,564
Grand Combin,Grand Combin,Yellow-nosed Albatross,Thalassarche chlororhynchos,Elective Inpatients,Female,10-19,2018-04-01,0,292,256
Grand Combin,Grand Combin,Yellow-nosed Albatross,Thalassarche chlororhynchos,Elective Inpatients,Female,10-19,2018-07-01,0,265,246
Grand Combin,Grand Combin,Yellow-nosed Albatross,Thalassarche chlororhynchos,Elective Inpatients,Female,10-19,2018-10-01,8,303,236
Mont Blanc,Mont Blanc,Wilson's Storm-Petrel,Oceanites oceanicus,All Daycases,Male,20-29,2018-04-01,3,2,448
Mont Blanc,Mont Blanc,Wilson's Storm-Petrel,Oceanites oceanicus,All Daycases,Male,20-29,2018-07-01,6,1,389
Mont Blanc,Mont Blanc,Wilson's Storm-Petrel,Oceanites oceanicus,All Daycases,Male,20-29,2018-10-01,5,8,413
Weisshorn,Weisshorn,Buller's Shearwater,Puffinus bulleri,Emergency Inpatients,Male,50-59,2018-04-01,11,4925,1067
Weisshorn,Weisshorn,Buller's Shearwater,Puffinus bulleri,Emergency Inpatients,Male,50-59,2018-07-01,12,4919,1093
Weisshorn,Weisshorn,Buller's Shearwater,Puffinus bulleri,Emergency Inpatients,Male,50-59,2018-10-01,12,4313,1161
Mont Blanc,Mont Blanc,Black-vented Shearwater,Puffinus opisthomelas,Emergency Inpatients,Female,30-39,2018-04-01,2,2438,691
Mont Blanc,Mont Blanc,Black-vented Shearwater,Puffinus opisthomelas,Emergency Inpatients,Female,30-39,2018-07-01,8,2849,718
Mont Blanc,Mont Blanc,Black-vented Shearwater,Puffinus opisthomelas,Emergency Inpatients,Female,30-39,2018-10-01,1,2523,732
Rimpfischhorn,Rimpfischhorn,Little Shearwater,Puffinus assimilis,Elective Inpatients,Female,80-89,2018-04-01,25,5490,624
Rimpfischhorn,Rimpfischhorn,Little Shearwater,Puffinus assimilis,Elective Inpatients,Female,80-89,2018-07-01,24,4697,597
Rimpfischhorn,Rimpfischhorn,Little Shearwater,Puffinus assimilis,Elective Inpatients,Female,80-89,2018-10-01,22,4761,538
Weisshorn,Weisshorn,Wedge-tailed Shearwater,Puffinus pacificus,All Daycases,Female,60-69,2018-04-01,3,1,1034
Weisshorn,Weisshorn,Wedge-tailed Shearwater,Puffinus pacificus,All Daycases,Female,60-69,2018-07-01,5,3,1199
Weisshorn,Weisshorn,Wedge-tailed Shearwater,Puffinus pacificus,All Daycases,Female,60-69,2018-10-01,1,9,1073
Dent Blanche,Dent Blanche,Buller's Shearwater,Puffinus bulleri,All Daycases,Male,30-39,2018-04-01,2,1,622
Dent Blanche,Dent Blanche,Buller's Shearwater,Puffinus bulleri,All Daycases,Male,30-39,2018-07-01,6,2,591
Dent Blanche,Dent Blanche,Buller's Shearwater,Puffinus bulleri,All Daycases,Male,30-39,2018-10-01,3,7,573
Shkhara,Shkhara,White-chinned Petrel,Procellaria aequinoctialis,Elective Inpatients,Male,80-89,2018-04-01,13,2090,224
Shkhara,Shkhara,White-chinned Petrel,Procellaria aequinoctialis,Elective Inpatients,Male,80-89,2018-07-01,14,1988,209
Shkhara,Shkhara,White-chinned Petrel,Procellaria aequinoctialis,Elective Inpatients,Male,80-89,2018-10-01,13,2233,222
Grandes Jorasses,Grandes Jorasses,Short-tailed Shearwater,Puffinus tenuirostris,All Daycases,Male,80-89,2018-04-01,5,24,1521
Grandes Jorasses,Grandes Jorasses,Short-tailed Shearwater,Puffinus tenuirostris,All Daycases,Male,80-89,2018-07-01,3,25,1390
Grandes Jorasses,Grandes Jorasses,Short-tailed Shearwater,Puffinus tenuirostris,All Daycases,Male,80-89,2018-10-01,5,27,1530
Mont Blanc,Mont Blanc,Stejneger's Petrel,Pterodroma longirostris,Elective Inpatients,Female,90+,2018-04-01,14,759,65
Mont Blanc,Mont Blanc,Stejneger's Petrel,Pterodroma longirostris,Elective Inpatients,Female,90+,2018-07-01,15,813,59
Mont Blanc,Mont Blanc,Stejneger's Petrel,Pterodroma longirostris,Elective Inpatients,Female,90+,2018-10-01,15,819,56
Dom,Dom,Cook's Petrel,Pterodroma cookii,Elective Inpatients,Female,80-89,2018-04-01,9,971,108
Dom,Dom,Cook's Petrel,Pterodroma cookii,Elective Inpatients,Female,80-89,2018-07-01,1,952,111
Dom,Dom,Cook's Petrel,Pterodroma cookii,Elective Inpatients,Female,80-89,2018-10-01,5,890,111
Finsteraarhorn,Finsteraarhorn,Short-tailed Albatross,Phoebastria albatrus,Elective Inpatients,Male,40-49,2018-04-01,9,230,120
Finsteraarhorn,Finsteraarhorn,Short-tailed Albatross,Phoebastria albatrus,Elective Inpatients,Male,40-49,2018-07-01,8,226,115
Finsteraarhorn,Finsteraarhorn,Short-tailed Albatross,Phoebastria albatrus,Elective Inpatients,Male,40-49,2018-10-01,9,262,111
Finsteraarhorn,Finsteraarhorn,Herald Petrel,Pterodroma arminjoniana,Emergency Inpatients,Female,10-19,2018-04-01,3,421,144
Finsteraarhorn,Finsteraarhorn,Herald Petrel,Pterodroma arminjoniana,Emergency Inpatients,Female,10-19,2018-07-01,2,411,156
Finsteraarhorn,Finsteraarhorn,Herald Petrel,Pterodroma arminjoniana,Emergency Inpatients,Female,10-19,2018-10-01,2,416,145
Weisshorn,Weisshorn,Flesh-footed Shearwater,Puffinus carneipes,Emergency Inpatients,Male,80-89,2018-04-01,23,11714,847
Weisshorn,Weisshorn,Flesh-footed Shearwater,Puffinus carneipes,Emergency Inpatients,Male,80-89,2018-07-01,26,13043,837
Weisshorn,Weisshorn,Flesh-footed Shearwater,Puffinus carneipes,Emergency Inpatients,Male,80-89,2018-10-01,23,12971,813
Shkhara,Shkhara,Cory's Shearwater,Calonectris diomedea,Emergency Inpatients,Male,0-9,2018-04-01,8,328,114
Shkhara,Shkhara,Cory's Shearwater,Calonectris diomedea,Emergency Inpatients,Male,0-9,2018-07-01,5,367,119
Shkhara,Shkhara,Cory's Shearwater,Calonectris diomedea,Emergency Inpatients,Male,0-9,2018-10-01,5,345,124
Finsteraarhorn,Finsteraarhorn,Red-necked Grebe,Podiceps grisegena,Elective Inpatients,Male,30-39,2018-04-01,3,138,97
Finsteraarhorn,Finsteraarhorn,Red-necked Grebe,Podiceps grisegena,Elective Inpatients,Male,30-39,2018-07-01,7,163,98
Finsteraarhorn,Finsteraarhorn,Red-necked Grebe,Podiceps grisegena,Elective Inpatients,Male,30-39,2018-10-01,6,158,91
Finsteraarhorn,Finsteraarhorn,Short-tailed Albatross,Phoebastria albatrus,Emergency Inpatients,Female,90+,2018-04-01,54,3977,154
Finsteraarhorn,Finsteraarhorn,Short-tailed Albatross,Phoebastria albatrus,Emergency Inpatients,Female,90+,2018-07-01,62,4015,145
Finsteraarhorn,Finsteraarhorn,Short-tailed Albatross,Phoebastria albatrus,Emergency Inpatients,Female,90+,2018-10-01,59,4154,135
Finsteraarhorn,Finsteraarhorn,Stejneger's Petrel,Pterodroma longirostris,Emergency Inpatients,Female,90+,2018-04-01,59,4031,137
Finsteraarhorn,Finsteraarhorn,Stejneger's Petrel,Pterodroma longirostris,Emergency Inpatients,Female,90+,2018-07-01,57,3917,144
Finsteraarhorn,Finsteraarhorn,Stejneger's Petrel,Pterodroma longirostris,Emergency Inpatients,Female,90+,2018-10-01,62,3776,131
Rimpfischhorn,Rimpfischhorn,Cook's Petrel,Pterodroma cookii,Elective Inpatients,Female,60-69,2018-04-01,15,2851,795
Rimpfischhorn,Rimpfischhorn,Cook's Petrel,Pterodroma cookii,Elective Inpatients,Female,60-69,2018-07-01,14,2925,826
Rimpfischhorn,Rimpfischhorn,Cook's Petrel,Pterodroma cookii,Elective Inpatients,Female,60-69,2018-10-01,15,3035,955
Dent Blanche,Dent Blanche,Little Shearwater,Puffinus assimilis,Elective Inpatients,Male,70-79,2018-04-01,12,1886,479
Dent Blanche,Dent Blanche,Little Shearwater,Puffinus assimilis,Elective Inpatients,Male,70-79,2018-07-01,12,2208,468
Dent Blanche,Dent Blanche,Little Shearwater,Puffinus assimilis,Elective Inpatients,Male,70-79,2018-10-01,11,1984,513
Grand Combin,Grand Combin,European Storm-Petrel,Hydrobates pelagicus,All Daycases,Male,0-9,2018-04-01,7,5,543
Grand Combin,Grand Combin,European Storm-Petrel,Hydrobates pelagicus,All Daycases,Male,0-9,2018-07-01,1,3,500
Grand Combin,Grand Combin,European Storm-Petrel,Hydrobates pelagicus,All Daycases,Male,0-9,2018-10-01,3,9,550
Weisshorn,Weisshorn,Cory's Shearwater,Calonectris diomedea,Emergency Inpatients,Male,50-59,2018-04-01,12,4876,1060
Weisshorn,Weisshorn,Cory's Shearwater,Calonectris diomedea,Emergency Inpatients,Male,50-59,2018-07-01,12,5166,1125
Weisshorn,Weisshorn,Cory's Shearwater,Calonectris diomedea,Emergency Inpatients,Male,50-59,2018-10-01,12,5005,1022
Weisshorn,Weisshorn,Cook's Petrel,Pterodroma cookii,All Daycases,Male,50-59,2018-04-01,8,4,862
Weisshorn,Weisshorn,Cook's Petrel,Pterodroma cookii,All Daycases,Male,50-59,2018-07-01,9,7,894
Weisshorn,Weisshorn,Cook's Petrel,Pterodroma cookii,All Daycases,Male,50-59,2018-10-01,5,8,936
Shkhara,Shkhara,Short-tailed Albatross,Phoebastria albatrus,All Daycases,Male,30-39,2018-04-01,8,1,404
Shkhara,Shkhara,Short-tailed Albatross,Phoebastria albatrus,All Daycases,Male,30-39,2018-07-01,7,4,426
Shkhara,Shkhara,Short-tailed Albatross,Phoebastria albatrus,All Daycases,Male,30-39,2018-10-01,3,5,433
Rimpfischhorn,Rimpfischhorn,Common Loon,Gavia immer,All Daycases,Male,10-19,2018-04-01,5,5,416
Rimpfischhorn,Rimpfischhorn,Common Loon,Gavia immer,All Daycases,Male,10-19,2018-07-01,9,3,417
Rimpfischhorn,Rimpfischhorn,Common Loon,Gavia immer,All Daycases,Male,10-19,2018-10-01,6,8,355
Grand Combin,Grand Combin,Leach's Storm-Petrel,Oceanodroma leucorhoa,Elective Inpatients,Female,20-29,2018-04-01,5,828,549
Grand Combin,Grand Combin,Leach's Storm-Petrel,Oceanodroma leucorhoa,Elective Inpatients,Female,20-29,2018-07-01,3,769,593
Grand Combin,Grand Combin,Leach's Storm-Petrel,Oceanodroma leucorhoa,Elective Inpatients,Female,20-29,2018-10-01,2,739,517
Weisshorn,Weisshorn,Northern Fulmar,Fulmarus glacialis,Emergency Inpatients,Female,30-39,2018-04-01,3,1724,522
Weisshorn,Weisshorn,Northern Fulmar,Fulmarus glacialis,Emergency Inpatients,Female,30-39,2018-07-01,9,1815,528
Weisshorn,Weisshorn,Northern Fulmar,Fulmarus glacialis,Emergency Inpatients,Female,30-39,2018-10-01,1,1882,489
Matterhorn,Matterhorn,Ashy Storm-Petrel,Oceanodroma homochroa,Elective Inpatients,Female,40-49,2018-04-01,6,318,104
Matterhorn,Matterhorn,Ashy Storm-Petrel,Oceanodroma homochroa,Elective Inpatients,Female,40-49,2018-07-01,9,334,102
Matterhorn,Matterhorn,Ashy Storm-Petrel,Oceanodroma homochroa,Elective Inpatients,Female,40-49,2018-10-01,3,337,96
Mont Blanc,Mont Blanc,Red-throated Loon,Gavia stellata,Elective Inpatients,Male,60-69,2018-04-01,7,1375,455
Mont Blanc,Mont Blanc,Red-throated Loon,Gavia stellata,Elective Inpatients,Male,60-69,2018-07-01,7,1150,436
Mont Blanc,Mont Blanc,Red-throated Loon,Gavia stellata,Elective Inpatients,Male,60-69,2018-10-01,5,1357,412
Grand Combin,Grand Combin,Western Grebe,Aechmophorus occidentalis,All Daycases,Male,70-79,2018-04-01,2,63,6774
Grand Combin,Grand Combin,Western Grebe,Aechmophorus occidentalis,All Daycases,Male,70-79,2018-07-01,1,70,5961
Grand Combin,Grand Combin,Western Grebe,Aechmophorus occidentalis,All Daycases,Male,70-79,2018-10-01,7,72,5937
Dent Blanche,Dent Blanche,Common Loon,Gavia immer,Elective Inpatients,Female,30-39,2018-04-01,5,356,164
Dent Blanche,Dent Blanche,Common Loon,Gavia immer,Elective Inpatients,Female,30-39,2018-07-01,0,326,192
Dent Blanche,Dent Blanche,Common Loon,Gavia immer,Elective Inpatients,Female,30-39,2018-10-01,3,358,195
Grandes Jorasses,Grandes Jorasses,Pied-billed Grebe,Podilymbus podiceps,All Daycases,Female,30-39,2018-04-01,7,3,883
Grandes Jorasses,Grandes Jorasses,Pied-billed Grebe,Podilymbus podiceps,All Daycases,Female,30-39,2018-07-01,1,1,949
Grandes Jorasses,Grandes Jorasses,Pied-billed Grebe,Podilymbus podiceps,All Daycases,Female,30-39,2018-10-01,0,9,851
Grand Combin,Grand Combin,Streaked Shearwater,Calonectris leucomelas,All Daycases,Female,0-9,2018-04-01,8,6,553
Grand Combin,Grand Combin,Streaked Shearwater,Calonectris leucomelas,All Daycases,Female,0-9,2018-07-01,1,7,579
Grand Combin,Grand Combin,Streaked Shearwater,Calonectris leucomelas,All Daycases,Female,0-9,2018-10-01,7,8,592
Weisshorn,Weisshorn,Short-tailed Shearwater,Puffinus tenuirostris,Emergency Inpatients,Female,0-9,2018-04-01,7,251,115
Weisshorn,Weisshorn,Short-tailed Shearwater,Puffinus tenuirostris,Emergency Inpatients,Female,0-9,2018-07-01,6,259,116
Weisshorn,Weisshorn,Short-tailed Shearwater,Puffinus tenuirostris,Emergency Inpatients,Female,0-9,2018-10-01,0,241,109
Mont Blanc,Mont Blanc,Pied-billed Grebe,Podilymbus podiceps,All Daycases,Male,20-29,2018-04-01,5,3,470
Mont Blanc,Mont Blanc,Pied-billed Grebe,Podilymbus podiceps,All Daycases,Male,20-29,2018-07-01,5,7,415
Mont Blanc,Mont Blanc,Pied-billed Grebe,Podilymbus podiceps,All Daycases,Male,20-29,2018-10-01,6,9,471
Mont Blanc,Mont Blanc,Northern Fulmar,Fulmarus glacialis,Emergency Inpatients,Male,70-79,2018-04-01,26,16478,2063
Mont Blanc,Mont Blanc,Northern Fulmar,Fulmarus glacialis,Emergency Inpatients,Male,70-79,2018-07-01,24,16814,2026
Mont Blanc,Mont Blanc,Northern Fulmar,Fulmarus glacialis,Emergency Inpatients,Male,70-79,2018-10-01,24,15285,2036
Grandes Jorasses,Grandes Jorasses,Sooty Shearwater,Puffinus griseus,Emergency Inpatients,Male,60-69,2018-04-01,25,13319,2588
Grandes Jorasses,Grandes Jorasses,Sooty Shearwater,Puffinus griseus,Emergency Inpatients,Male,60-69,2018-07-01,23,13589,3002
Grandes Jorasses,Grandes Jorasses,Sooty Shearwater,Puffinus griseus,Emergency Inpatients,Male,60-69,2018-10-01,25,13626,2773
Grand Combin,Grand Combin,Audubon's Shearwater,Puffinus lherminieri,All Daycases,Male,70-79,2018-04-01,8,63,6181
Grand Combin,Grand Combin,Audubon's Shearwater,Puffinus lherminieri,All Daycases,Male,70-79,2018-07-01,3,61,6441
Grand Combin,Grand Combin,Audubon's Shearwater,Puffinus lherminieri,All Daycases,Male,70-79,2018-10-01,9,69,6421
Finsteraarhorn,Finsteraarhorn,Herald Petrel,Pterodroma arminjoniana,Elective Inpatients,Female,70-79,2018-04-01,17,1178,274
Finsteraarhorn,Finsteraarhorn,Herald Petrel,Pterodroma arminjoniana,Elective Inpatients,Female,70-79,2018-07-01,17,1194,296
Finsteraarhorn,Finsteraarhorn,Herald Petrel,Pterodroma arminjoniana,Elective Inpatients,Female,70-79,2018-10-01,17,1272,296
Shkhara,Shkhara,Fork-tailed Storm-Petrel,Oceanodroma furcata,All Daycases,Male,80-89,2018-04-01,3,19,705
Shkhara,Shkhara,Fork-tailed Storm-Petrel,Oceanodroma furcata,All Daycases,Male,80-89,2018-07-01,6,20,711
Shkhara,Shkhara,Fork-tailed Storm-Petrel,Oceanodroma furcata,All Daycases,Male,80-89,2018-10-01,4,22,760
Koshtan-Tau,Koshtan-Tau,Red-throated Loon,Gavia stellata,Emergency Inpatients,Male,70-79,2018-04-01,2,117071,13706
Koshtan-Tau,Koshtan-Tau,Red-throated Loon,Gavia stellata,Emergency Inpatients,Male,70-79,2018-07-01,5,104117,13641
Koshtan-Tau,Koshtan-Tau,Red-throated Loon,Gavia stellata,Emergency Inpatients,Male,70-79,2018-10-01,1,113435,13161
Weisshorn,Weisshorn,Manx Shearwater,Puffinus puffinus,Elective Inpatients,Female,90+,2018-04-01,12,579,44
Weisshorn,Weisshorn,Manx Shearwater,Puffinus puffinus,Elective Inpatients,Female,90+,2018-07-01,11,515,39
